=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.2;163.0;310.0;171.0;29.156103;5.8312225;318.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.2;172.0;305.0;180.0;35.487934;7.0975885;313.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.2;159.0;318.0;155.0;38.125225;7.6250434;314.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.2;180.0;339.0;182.0;31.36533;6.2730656;341.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.2;177.0;352.0;178.0;35.67889;7.135777;353.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.2;175.0;346.0;184.0;38.70723;7.741446;355.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.2;163.0;313.0;166.0;33.214474;6.6428933;316.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.2;171.0;314.0;176.0;35.174282;7.034856;319.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.2;156.0;299.0;159.0;33.60549;6.7210975;302.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.2;162.0;320.0;152.0;29.103157;5.8206325;310.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.2;162.0;305.0;169.0;29.062914;5.8125844;312.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.2;170.0;302.0;178.0;35.13668;7.0273376;310.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.2;158.0;313.0;155.0;37.98544;7.5970864;310.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.2;177.0;336.0;179.0;30.852345;6.1704683;338.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.2;177.0;352.0;178.0;35.67889;7.135777;353.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.2;172.0;340.0;180.0;38.264507;7.652901;348.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.2;163.0;313.0;166.0;33.214474;6.6428933;316.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.2;171.0;314.0;176.0;35.174282;7.034856;319.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.2;156.0;299.0;159.0;33.60549;6.7210975;302.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.2;159.0;317.0;149.0;28.689106;5.7378225;307.0

0;0;HIGHEST_EXPECTED_VALUE;[];[]
0;1;HIGHEST_EXPECTED_VALUE;[];[]
0;2;HIGHEST_EXPECTED_VALUE;[];[]
0;3;HIGHEST_EXPECTED_VALUE;[];[]
0;4;HIGHEST_EXPECTED_VALUE;[];[]
0;5;HIGHEST_EXPECTED_VALUE;[];[]
0;6;HIGHEST_EXPECTED_VALUE;[];[]
0;7;HIGHEST_EXPECTED_VALUE;[];[]
0;8;HIGHEST_EXPECTED_VALUE;[];[]
0;9;HIGHEST_EXPECTED_VALUE;[];[]
1;0;HIGHEST_EXPECTED_VALUE;[(231042487,0.3975),(232029036,0.0981),(231041957,0.1016),(231040854,0.0899),(232030418,0.0713),(231043746,0.0606),(231045477,0.0464),(231043677,0.0541),(231045232,0.0566),(231041944,0.0438),(232027930,0.0348),(232031270,0.0356),(232028645,0.0290),(232028600,0.0346),(244075246,0.0278),(231042916,0.0309),(231042847,0.0229),(231043852,0.0262),(231042749,0.0288),(231040603,0.0158),(232027814,0.0197),(231042456,0.0157),(231041210,0.0137),(231040789,0.0150),(231042626,0.0188),(232029533,0.0167),(232027712,0.0185),(231045805,0.0125),(231040791,0.0132),(232027919,0.0104),(281000682,0.0088),(231040156,0.0072),(231041829,0.0067),(231043029,0.0062),(232027550,0.0064),(232028479,0.0055),(231045184,0.0040),(231043391,0.0038),(242003228,0.0028),(248016054,0.0032),(231042553,0.0032),(232027607,0.0022),(244074872,0.0022),(244075791,0.0022),(232028360,0.0012),(232031063,0.0008),(291036715,0.0005),(232032552,0.0006),(232031874,0.0000),(232030647,0.0000)];[(231042487,0.3975),(232029036,0.0981),(231041957,0.1016),(231040854,0.0899),(232030418,0.0713)]
1;1;HIGHEST_EXPECTED_VALUE;[(231041636,0.3049),(231040727,0.1487),(231041393,0.1338),(231040526,0.1139),(231040869,0.1191),(231041107,0.1300),(231040255,0.0807),(231042682,0.0880),(232031996,0.0901),(231040415,0.0687),(232027600,0.0547),(232029958,0.0709),(231045356,0.0652),(231040840,0.0498),(232030763,0.0418),(231045615,0.0397),(231043653,0.0334),(231040736,0.0273),(231040609,0.0269),(400006691,0.0306),(231042785,0.0244),(232030581,0.0271),(231044441,0.0221),(231044538,0.0234),(231042278,0.0184),(231040241,0.0175),(231039695,0.0219),(231042199,0.0198),(261001499,0.0149),(232029765,0.0184),(231042892,0.0132),(231042076,0.0136),(400003129,0.0148),(232030504,0.0146),(232031311,0.0140),(231039669,0.0156),(231045434,0.0145),(231041859,0.0111),(232031566,0.0119),(232028883,0.0074),(231040180,0.0070),(231039854,0.0062),(231043919,0.0042),(231042411,0.0043),(242003806,0.0026),(232029780,0.0025),(232031210,0.0012),(235813383,0.0010),(248016823,0.0000),(231039707,0.0000)];[(231041636,0.3049),(231040727,0.1487),(231041393,0.1338),(231040526,0.1139),(231040869,0.1191)]
1;2;HIGHEST_EXPECTED_VALUE;[(232029005,0.2310),(232032159,0.1870),(231040010,0.1475),(231041411,0.1537),(231042905,0.0963),(232029749,0.0609),(232028178,0.0634),(232028495,0.0523),(231042643,0.0343),(232027499,0.0334),(231040653,0.0265),(231042981,0.0294),(232029048,0.0291),(231042961,0.0266),(232031447,0.0201),(231039654,0.0204),(232030006,0.0183),(231042456,0.0155),(232028170,0.0150),(231041544,0.0141),(231040413,0.0161),(232029969,0.0144),(231041630,0.0108),(231042651,0.0114),(231043531,0.0121),(231040563,0.0120),(231040791,0.0103),(232031755,0.0103),(231042403,0.0082),(231045361,0.0084),(231042468,0.0081),(232028572,0.0078),(231043986,0.0063),(400000890,0.0073),(242108516,0.0069),(242108899,0.0056),(232028453,0.0076),(232031609,0.0055),(232030748,0.0041),(232029847,0.0029),(232029371,0.0021),(232028683,0.0020),(242002966,0.0020),(235813309,0.0013),(232031848,0.0000),(231040001,0.0000),(281000666,0.0000),(232030132,0.0000),(232031279,0.0000),(231044290,0.0000)];[(232029005,0.2310),(232032159,0.1870),(231040010,0.1475),(231041411,0.1537),(231042905,0.0963)]
1;3;HIGHEST_EXPECTED_VALUE;[(232028384,0.4624),(231040264,0.1956),(231045339,0.1235),(231042166,0.0996),(231045510,0.0601),(231042810,0.0467),(231041430,0.0503),(231043640,0.0515),(231041966,0.0479),(232028662,0.0382),(232031207,0.0349),(231044838,0.0248),(400010993,0.0215),(231040015,0.0263),(231042315,0.0220),(231041573,0.0282),(231041535,0.0231),(231042300,0.0233),(231041313,0.0282),(231041693,0.0199),(231044006,0.0214),(231040163,0.0179),(232029115,0.0133),(231040646,0.0164),(232028196,0.0188),(231045095,0.0173),(231039863,0.0154),(232031423,0.0145),(232027541,0.0126),(231041501,0.0117),(232030431,0.0145),(242003329,0.0108),(232028707,0.0121),(400006329,0.0106),(231045020,0.0080),(232027867,0.0063),(232029600,0.0077),(231042695,0.0062),(231045436,0.0056),(231042027,0.0077),(231039854,0.0062),(232028004,0.0055),(232027476,0.0036),(231045911,0.0027),(232030880,0.0027),(231044820,0.0010),(242108635,0.0004),(232031540,0.0000),(232030826,0.0000),(232032230,0.0000)];[(232028384,0.4624),(231040264,0.1956),(231045339,0.1235),(231042166,0.0996),(231045510,0.0601)]
1;4;HIGHEST_EXPECTED_VALUE;[];[]
1;5;HIGHEST_EXPECTED_VALUE;[];[]
1;6;HIGHEST_EXPECTED_VALUE;[(231043480,0.5075),(231043269,0.1370),(231041625,0.1115),(231041823,0.1271),(231040419,0.0979),(291025718,0.0726),(232030695,0.0770),(232028180,0.0523),(231043991,0.0511),(232029470,0.0612),(231041579,0.0561),(232027729,0.0595),(231040251,0.0508),(232030929,0.0446),(231044167,0.0385),(231040853,0.0288),(232027660,0.0364),(239015976,0.0303),(400006691,0.0229),(231040101,0.0294),(232029183,0.0252),(232030967,0.0194),(231040043,0.0181),(232028170,0.0133),(232029765,0.0170),(231042198,0.0168),(232028407,0.0143),(232027572,0.0120),(232029288,0.0096),(242108757,0.0102),(231040314,0.0082),(231041334,0.0086),(231040826,0.0086),(231043858,0.0075),(231044201,0.0061),(231042695,0.0067),(231041062,0.0057),(231043993,0.0038),(231040220,0.0042),(232029313,0.0048),(248015808,0.0031),(232027651,0.0027),(232030133,0.0016),(232027704,0.0014),(232028055,0.0015),(232028322,0.0012),(231040921,0.0011),(400008813,0.0006),(232032190,0.0000),(232030517,0.0000)];[(231043480,0.5075),(231043269,0.1370),(231041625,0.1115),(231041823,0.1271),(231040419,0.0979)]
1;7;HIGHEST_EXPECTED_VALUE;[(231039743,0.1697),(232029259,0.1947),(231042637,0.1407),(232027702,0.1853),(231043612,0.0580),(231043864,0.0432),(232027975,0.0441),(231041584,0.0485),(232031465,0.0508),(231045232,0.0465),(232028137,0.0365),(232030552,0.0357),(231040031,0.0361),(232028584,0.0282),(244068978,0.0316),(231039961,0.0222),(231040964,0.0249),(231042336,0.0165),(231040511,0.0156),(232027996,0.0192),(231044158,0.0185),(231040766,0.0142),(231041126,0.0164),(231041069,0.0163),(232028170,0.0188),(232030897,0.0149),(231039693,0.0117),(232030423,0.0113),(232028964,0.0125),(400003908,0.0106),(281000661,0.0095),(231045020,0.0077),(244068099,0.0070),(232029095,0.0069),(231041150,0.0066),(231041443,0.0062),(232028003,0.0052),(232027963,0.0061),(244075445,0.0049),(231041290,0.0036),(231040674,0.0031),(232029588,0.0034),(232029847,0.0030),(232029194,0.0029),(231045283,0.0031),(242002737,0.0004),(231039671,0.0000),(231044951,0.0000),(232032701,0.0000),(231042871,0.0000)];[(231039743,0.1697),(232029259,0.1947),(231042637,0.1407),(232027702,0.1853),(231043612,0.0580)]
1;8;HIGHEST_EXPECTED_VALUE;[(231042617,0.4374),(231041918,0.5140),(231043793,0.0827),(231040367,0.0814),(231044002,0.0958),(231043178,0.0693),(232028621,0.0692),(207009835,0.0568),(231041257,0.0585),(231040456,0.0490),(231041357,0.0505),(231044274,0.0292),(231044205,0.0274),(231045264,0.0285),(232028810,0.0384),(232027711,0.0281),(231041327,0.0257),(231044418,0.0287),(232028875,0.0203),(232029919,0.0198),(231041889,0.0223),(232027861,0.0164),(231043987,0.0129),(232027732,0.0156),(232031981,0.0133),(231041135,0.0123),(232027834,0.0110),(232030322,0.0107),(232031404,0.0100),(244074912,0.0088),(297102715,0.0085),(232031747,0.0077),(231045375,0.0066),(231041161,0.0081),(232030154,0.0064),(231040037,0.0069),(245018982,0.0054),(242003200,0.0057),(232031345,0.0060),(232029059,0.0051),(231041642,0.0043),(232031228,0.0032),(232027776,0.0028),(244075558,0.0018),(242108614,0.0013),(232029680,0.0009),(242108857,0.0003),(232032451,0.0002),(232030535,0.0000),(232031021,0.0000)];[(231042617,0.4374),(231041918,0.5140),(231043793,0.0827),(231040367,0.0814),(231044002,0.0958)]
