=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.2;162.0;331.0;179.0;38.619137;7.723828;348.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.2;166.0;307.0;181.0;33.41642;6.683284;322.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.2;152.0;330.0;146.0;35.12148;7.024296;324.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.2;150.0;305.0;185.0;32.161575;6.4323144;340.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.2;169.0;311.0;184.0;33.39547;6.6790953;326.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.2;152.0;311.0;160.0;33.92227;6.7844553;319.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.2;182.0;338.0;179.0;35.069084;7.0138154;335.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.2;167.0;319.0;161.0;36.386635;7.2773294;313.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.2;172.0;310.0;193.0;40.556995;8.1114;331.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.2;161.0;335.0;166.0;33.087814;6.6175613;340.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.2;162.0;331.0;179.0;38.619137;7.723828;348.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.2;164.0;302.0;178.0;33.273052;6.65461;316.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.2;150.0;327.0;141.0;33.87417;6.774833;318.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.2;150.0;305.0;185.0;32.161575;6.4323144;340.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.2;168.0;306.0;183.0;33.34529;6.6690593;321.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.2;152.0;311.0;160.0;33.92227;6.7844553;319.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.2;182.0;338.0;179.0;35.069084;7.0138154;335.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.2;164.0;316.0;158.0;35.605;7.1210027;310.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.2;169.0;306.0;188.0;39.99427;7.9988546;325.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.2;161.0;335.0;166.0;33.087814;6.6175613;340.0

0;0;HIGHEST_EXPECTED_VALUE;[];[]
0;1;HIGHEST_EXPECTED_VALUE;[];[]
0;2;HIGHEST_EXPECTED_VALUE;[];[]
0;3;HIGHEST_EXPECTED_VALUE;[];[]
0;4;HIGHEST_EXPECTED_VALUE;[];[]
0;5;HIGHEST_EXPECTED_VALUE;[];[]
0;6;HIGHEST_EXPECTED_VALUE;[];[]
0;7;HIGHEST_EXPECTED_VALUE;[];[]
0;8;HIGHEST_EXPECTED_VALUE;[];[]
0;9;HIGHEST_EXPECTED_VALUE;[];[]
1;0;HIGHEST_EXPECTED_VALUE;[(232030049,0.2525),(231041886,0.2626),(231042071,0.1580),(231042687,0.1422),(231043022,0.0954),(231045778,0.1187),(231042688,0.0928),(231043995,0.0795),(231039831,0.0719),(231040347,0.0538),(231039783,0.0473),(231039804,0.0561),(232029402,0.0491),(232029886,0.0481),(231041340,0.0452),(232029957,0.0290),(231040987,0.0276),(231045543,0.0333),(232027751,0.0251),(231042957,0.0246),(231043401,0.0257),(232028022,0.0183),(232028784,0.0155),(231043959,0.0135),(231040551,0.0136),(231041669,0.0134),(232028456,0.0110),(232031283,0.0102),(231043546,0.0103),(232027718,0.0073),(231042341,0.0063),(231041798,0.0061),(232031690,0.0076),(232030217,0.0082),(232028349,0.0076),(232032553,0.0063),(231040476,0.0045),(400005804,0.0041),(232030551,0.0034),(232028820,0.0037),(232028098,0.0027),(232028508,0.0012),(231040922,0.0014),(232028200,0.0012),(232029126,0.0008),(286019645,0.0008),(232028596,0.0000),(232028019,0.0000),(232031850,0.0000)];[(232030049,0.2525),(231041886,0.2626),(231042071,0.1580),(231042687,0.1422),(231043022,0.0954)]
1;1;HIGHEST_EXPECTED_VALUE;[];[]
1;2;HIGHEST_EXPECTED_VALUE;[(231040521,0.4810),(232027860,0.2831),(231045784,0.1662),(231040090,0.1311),(231044079,0.1164),(231043750,0.1042),(232027725,0.1061),(231040177,0.0774),(232029840,0.0739),(231040942,0.0701),(232027982,0.0584),(286018636,0.0400),(232029624,0.0368),(232028625,0.0366),(231045741,0.0285),(231040696,0.0337),(231040642,0.0272),(231040084,0.0312),(231043231,0.0221),(231040699,0.0242),(232029110,0.0267),(261001886,0.0228),(231039695,0.0176),(232030937,0.0169),(232031343,0.0164),(232031319,0.0151),(231042824,0.0184),(231042092,0.0162),(232028712,0.0091),(232031915,0.0079),(232028377,0.0061),(232027883,0.0056),(231040793,0.0043),(232032679,0.0036),(232029757,0.0032),(232028060,0.0042),(232027901,0.0034),(232028838,0.0029),(244075791,0.0021),(231043186,0.0017),(232028508,0.0015),(232032321,0.0014),(232027863,0.0009),(245017889,0.0007),(232031016,0.0006),(232028302,0.0004),(232032190,0.0000),(232030616,0.0000),(231040226,0.0000),(232030425,0.0000)];[(231040521,0.4810),(232027860,0.2831),(231045784,0.1662),(231040090,0.1311),(231044079,0.1164)]
1;3;HIGHEST_EXPECTED_VALUE;[];[]
1;4;HIGHEST_EXPECTED_VALUE;[];[]
1;5;HIGHEST_EXPECTED_VALUE;[(231040522,0.4094),(231042814,0.1919),(231043944,0.1446),(231040749,0.1073),(231040850,0.1494),(231041793,0.0821),(231042103,0.0979),(231045174,0.0883),(231042455,0.0814),(231043900,0.0828),(231039835,0.0665),(231041576,0.0544),(231041300,0.0540),(231042484,0.0391),(231043490,0.0384),(232029344,0.0369),(232029308,0.0319),(232027918,0.0313),(232030939,0.0265),(231042718,0.0257),(231044516,0.0252),(231044300,0.0243),(231041243,0.0248),(232030438,0.0169),(232030277,0.0164),(231045783,0.0158),(231040709,0.0132),(231041377,0.0173),(232028077,0.0153),(231040613,0.0137),(232029360,0.0091),(232029576,0.0080),(232028572,0.0076),(232028603,0.0060),(232029911,0.0055),(231043045,0.0047),(232031833,0.0038),(231041596,0.0036),(232030822,0.0030),(232031256,0.0027),(232029766,0.0027),(235813456,0.0017),(232031196,0.0017),(232029092,0.0014),(231040441,0.0008),(232031874,0.0000),(232028880,0.0000),(232031544,0.0000),(232030132,0.0000),(231040742,0.0000)];[(231040522,0.4094),(231042814,0.1919),(231043944,0.1446),(231040749,0.1073),(231040850,0.1494)]
1;6;HIGHEST_EXPECTED_VALUE;[];[]
1;7;HIGHEST_EXPECTED_VALUE;[(231043958,0.3782),(231042204,0.2795),(231039736,0.1395),(231040245,0.1044),(232028873,0.1225),(231044635,0.0748),(231043061,0.0699),(232027691,0.0779),(231042075,0.0973),(232030306,0.0624),(231043876,0.0674),(231039920,0.0549),(231040678,0.0491),(231041033,0.0499),(231041165,0.0355),(232028645,0.0292),(231040979,0.0281),(232027789,0.0272),(231042774,0.0353),(232029075,0.0247),(231040964,0.0248),(231044334,0.0222),(232029654,0.0200),(231043119,0.0254),(231045513,0.0216),(232030438,0.0148),(232029951,0.0173),(232028640,0.0146),(232029018,0.0153),(232030151,0.0129),(231040159,0.0129),(232027642,0.0170),(232027492,0.0087),(232031747,0.0065),(232029298,0.0071),(232030541,0.0066),(242108724,0.0066),(232027550,0.0064),(231041851,0.0035),(239016078,0.0031),(231043068,0.0025),(232032329,0.0022),(232029202,0.0019),(232032252,0.0016),(232029663,0.0015),(232027792,0.0014),(231040102,0.0000),(231043130,0.0000),(232032618,0.0000),(231039707,0.0000)];[(231043958,0.3782),(231042204,0.2795),(231039736,0.1395),(231040245,0.1044),(232028873,0.1225)]
1;8;HIGHEST_EXPECTED_VALUE;[];[]
1;9;HIGHEST_EXPECTED_VALUE;[];[]
2;0;HIGHEST_EXPECTED_VALUE;[(231042113,0.4882),(232030049,0.2681),(231042071,0.2057),(231042687,0.1953),(231045778,0.1136),(231042688,0.0722),(231043995,0.1004),(231039831,0.0658),(232028934,0.0615),(231040347,0.0646),(231039783,0.0571),(231039804,0.0497),(232029402,0.0519),(232029886,0.0386),(231041340,0.0359),(232029957,0.0320),(231040987,0.0379),(231045543,0.0281),(232027751,0.0257),(231042957,0.0254),(231043401,0.0265),(232028022,0.0228),(232028784,0.0129),(231043959,0.0161),(231040551,0.0145),(231044311,0.0095),(232028456,0.0094),(232031283,0.0112),(231043546,0.0077),(232027718,0.0094),(231042341,0.0088),(231041798,0.0076),(232031690,0.0072),(232031106,0.0060),(232032553,0.0054),(232030110,0.0061),(231040476,0.0050),(400005804,0.0050),(232030551,0.0031),(232028820,0.0036),(232028098,0.0026),(232028508,0.0013),(231040922,0.0017),(232028200,0.0015),(232029126,0.0011),(286019645,0.0009),(232028596,0.0000),(232028019,0.0000),(232031850,0.0000)];[(231042113,0.4882),(232030049,0.2681),(231042071,0.2057),(231042687,0.1953),(231045778,0.1136)]
2;1;HIGHEST_EXPECTED_VALUE;[(231041149,0.4542),(231041343,0.1401),(231040118,0.0903),(231039874,0.0861),(231040238,0.0533),(207009215,0.0586),(231040512,0.0548),(231043261,0.0426),(232029732,0.0443),(232032313,0.0436),(231041731,0.0374),(231045852,0.0500),(232030601,0.0345),(231040932,0.0286),(232030254,0.0198),(231040429,0.0211),(231042354,0.0212),(231041059,0.0156),(231040532,0.0170),(231040917,0.0130),(231039770,0.0151),(231044394,0.0140),(232031837,0.0153),(232031311,0.0138),(231041064,0.0128),(231045896,0.0142),(231043614,0.0095),(232028885,0.0113),(232030253,0.0114),(232028729,0.0100),(242108403,0.0072),(231041894,0.0069),(231043503,0.0092),(400006871,0.0075),(232029610,0.0058),(232030541,0.0061),(232031940,0.0063),(231043256,0.0049),(231042883,0.0045),(232031863,0.0035),(232032283,0.0030),(232029012,0.0018),(242002966,0.0019),(231042562,0.0017),(235814846,0.0011),(232031539,0.0000),(231041046,0.0000),(231043271,0.0000),(232028833,0.0000),(231040407,0.0000)];[(231041149,0.4542),(231041343,0.1401),(231040118,0.0903),(231039874,0.0861),(231040238,0.0533)]
