=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.2;167.0;329.0;151.0;36.262253;7.252449;313.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.2;163.0;324.0;164.0;40.382397;8.076478;325.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.2;179.0;312.0;178.0;37.552677;7.510532;311.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.2;178.0;334.0;195.0;32.54675;6.5093517;351.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.2;165.0;303.0;179.0;28.72581;5.745163;317.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.2;170.0;324.0;157.0;33.62077;6.724154;311.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.2;166.0;324.0;177.0;40.577374;8.115474;335.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.2;185.0;326.0;172.0;39.8358;7.9671617;313.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.2;182.0;324.0;179.0;35.798737;7.1597466;321.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.2;150.0;302.0;165.0;30.62631;6.125262;317.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.2;167.0;329.0;151.0;36.262253;7.252449;313.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.2;163.0;324.0;164.0;40.382397;8.076478;325.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.2;179.0;312.0;178.0;37.552677;7.510532;311.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.2;178.0;334.0;195.0;32.54675;6.5093517;351.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.2;165.0;303.0;179.0;28.72581;5.745163;317.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.2;170.0;324.0;157.0;33.62077;6.724154;311.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.2;166.0;324.0;177.0;40.577374;8.115474;335.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.2;185.0;326.0;172.0;39.8358;7.9671617;313.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.2;182.0;324.0;179.0;35.798737;7.1597466;321.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.2;150.0;302.0;165.0;30.62631;6.125262;317.0

0;0;HIGHEST_EXPECTED_VALUE;[];[]
2;1;HIGHEST_EXPECTED_VALUE;[(400005739,0.1155),(231040091,0.1182),(231040093,0.0756),(231039842,0.0938),(231041871,0.0592),(232030240,0.0671),(231043310,0.0638),(231043459,0.0417),(232031506,0.0488),(231040081,0.0387),(231043084,0.0415),(232031236,0.0337),(232029826,0.0325),(231043578,0.0348),(232031213,0.0338),(231040132,0.0248),(231043035,0.0296),(231042155,0.0294),(231042983,0.0251),(231044881,0.0283),(232027816,0.0209),(231041967,0.0138),(232028647,0.0173),(231042557,0.0135),(232032454,0.0174),(232031022,0.0117),(231040795,0.0137),(232027689,0.0134),(231044308,0.0123),(232027855,0.0117),(232027865,0.0110),(231043589,0.0088),(232029571,0.0077),(232029784,0.0069),(231043646,0.0082),(232027937,0.0083),(232030333,0.0046),(231040005,0.0049),(232031568,0.0032),(232029477,0.0032),(232028693,0.0031),(232030320,0.0028),(232030864,0.0017),(232029414,0.0014),(232028523,0.0011),(242002673,0.0013),(232031456,0.0008),(232027656,0.0001),(231041317,0.0000),(232029888,0.0000)];[(400005739,0.1155),(231040091,0.1182),(231040093,0.0756),(231039842,0.0938),(231041871,0.0592)]
2;2;HIGHEST_EXPECTED_VALUE;[(232032144,0.2310),(231042193,0.1701),(231039701,0.1625),(231043591,0.1388),(231039964,0.0836),(232031593,0.0901),(231040970,0.0890),(231041049,0.0700),(231044925,0.0554),(232030660,0.0627),(231041022,0.0502),(231043653,0.0295),(231043587,0.0328),(231041752,0.0293),(231044814,0.0211),(231040490,0.0241),(231040072,0.0274),(232030661,0.0146),(232028246,0.0134),(232028679,0.0180),(231042359,0.0164),(231043272,0.0142),(232027732,0.0155),(232028842,0.0171),(232030828,0.0176),(232030391,0.0131),(231041135,0.0137),(242109102,0.0106),(231042513,0.0115),(244074912,0.0081),(232030825,0.0083),(231042318,0.0081),(232030066,0.0095),(232027636,0.0096),(232031875,0.0073),(232029537,0.0079),(231041345,0.0081),(248016484,0.0034),(232030643,0.0024),(232031934,0.0020),(232029357,0.0022),(242003866,0.0024),(232030795,0.0011),(232030411,0.0008),(232031849,0.0006),(232027656,0.0001),(232030910,0.0000),(400002804,0.0000),(231040407,0.0000)];[(232032144,0.2310),(231042193,0.1701),(231039701,0.1625),(231043591,0.1388),(231039964,0.0836)]
2;3;HIGHEST_EXPECTED_VALUE;[(231042364,0.1422),(232029968,0.0771),(231045764,0.0643),(232028737,0.0459),(231042836,0.0553),(231041760,0.0441),(231042618,0.0353),(232027918,0.0357),(231039928,0.0293),(231041459,0.0239),(242002521,0.0262),(231044538,0.0266),(231043474,0.0266),(232029262,0.0203),(232031841,0.0229),(232029287,0.0136),(231040861,0.0160),(231042585,0.0181),(231039645,0.0141),(231044782,0.0172),(232029782,0.0152),(231040023,0.0122),(232029602,0.0140),(232031311,0.0139),(232031648,0.0148),(231041348,0.0115),(231040812,0.0128),(232028964,0.0111),(232031291,0.0120),(231040547,0.0104),(231045305,0.0096),(232028013,0.0056),(232029757,0.0040),(232030393,0.0026),(232029039,0.0026),(231040732,0.0025),(232027710,0.0020),(232027638,0.0021),(232027677,0.0016),(231045340,0.0013),(232029092,0.0012),(231042197,0.0011),(232032377,0.0011),(244075719,0.0010),(400008813,0.0006),(232031021,0.0000),(232031062,0.0000),(232028595,0.0000),(232030788,0.0000),(232031802,0.0000)];[(231042364,0.1422),(232029968,0.0771),(231045764,0.0643),(232028737,0.0459),(231042836,0.0553)]
2;4;HIGHEST_EXPECTED_VALUE;[(232028288,0.1853),(231043275,0.1519),(231040749,0.1173),(232032641,0.0978),(231042611,0.0799),(231043995,0.0941),(231042905,0.0926),(231043404,0.0876),(231041323,0.0908),(231043540,0.0634),(231040751,0.0507),(231040147,0.0373),(231041267,0.0381),(231045259,0.0345),(231040465,0.0309),(231043108,0.0306),(231044438,0.0273),(231040012,0.0197),(232029560,0.0235),(232028599,0.0280),(232031757,0.0226),(231043816,0.0220),(232027723,0.0211),(231043643,0.0171),(232030232,0.0172),(231040304,0.0166),(231042268,0.0162),(231043611,0.0176),(231043247,0.0188),(232027649,0.0186),(232029969,0.0132),(231041064,0.0131),(231040516,0.0124),(232029920,0.0129),(231045737,0.0093),(242109607,0.0114),(232029836,0.0102),(232031857,0.0103),(231043218,0.0089),(231041250,0.0095),(231044017,0.0089),(232030217,0.0083),(232028447,0.0066),(232028232,0.0065),(231039981,0.0025),(242108278,0.0025),(232031277,0.0020),(232029027,0.0020),(231041515,0.0015),(232031452,0.0000)];[(232028288,0.1853),(231043275,0.1519),(231040749,0.1173),(232032641,0.0978),(231042611,0.0799)]
2;5;HIGHEST_EXPECTED_VALUE;[(231043795,0.0833),(231043710,0.0857),(231042895,0.0901),(232031160,0.0796),(231043223,0.0674),(231042239,0.0667),(231041563,0.0462),(232029737,0.0508),(231041475,0.0498),(231044640,0.0360),(231040036,0.0286),(232028412,0.0273),(400001489,0.0294),(232028860,0.0271),(231043375,0.0256),(231042997,0.0224),(232032022,0.0253),(231039695,0.0220),(232030112,0.0241),(239015555,0.0197),(400007050,0.0140),(231040859,0.0171),(231040972,0.0128),(232027896,0.0187),(231041952,0.0150),(231040041,0.0132),(231042250,0.0141),(231040791,0.0125),(232031406,0.0086),(400000519,0.0119),(231041250,0.0087),(232030429,0.0077),(242002840,0.0090),(231041221,0.0081),(232031507,0.0086),(232028254,0.0057),(232027963,0.0064),(232027778,0.0056),(232028039,0.0050),(231041286,0.0037),(232028000,0.0027),(232030874,0.0029),(232028038,0.0029),(232031420,0.0019),(232027710,0.0017),(232031735,0.0013),(242108635,0.0005),(232030807,0.0000),(231042975,0.0000),(232028972,0.0000)];[(231043795,0.0833),(231043710,0.0857),(231042895,0.0901),(232031160,0.0796),(231043223,0.0674)]
2;6;HIGHEST_EXPECTED_VALUE;[(231042579,0.5110),(232027450,0.0981),(232028573,0.0762),(231042455,0.0817),(231040747,0.0730),(231044656,0.0770),(231040913,0.0567),(231041192,0.0695),(231042357,0.0460),(231043347,0.0500),(232028227,0.0479),(231044222,0.0568),(232030336,0.0372),(232029671,0.0468),(232029367,0.0371),(232028305,0.0365),(231040595,0.0281),(231043330,0.0345),(232032184,0.0249),(232029204,0.0222),(231040325,0.0176),(232030144,0.0183),(232031765,0.0198),(231043725,0.0157),(231045246,0.0147),(231042000,0.0145),(231044004,0.0134),(232029287,0.0189),(231040413,0.0181),(232028859,0.0129),(231040368,0.0160),(232028310,0.0086),(232031404,0.0103),(231040750,0.0102),(232030526,0.0095),(232028896,0.0079),(232029773,0.0077),(231044215,0.0063),(232029506,0.0030),(232032225,0.0039),(232029847,0.0032),(207009208,0.0026),(231045283,0.0029),(231039859,0.0022),(232031104,0.0022),(232032619,0.0016),(232027664,0.0009),(232031062,0.0000),(232027762,0.0000)];[(231042579,0.5110),(232027450,0.0981),(232028573,0.0762),(231042455,0.0817),(231040747,0.0730)]
2;7;HIGHEST_EXPECTED_VALUE;[(231042680,0.1524),(231044603,0.1564),(232032044,0.0974),(231041543,0.0780),(231042103,0.0959),(231044411,0.0530),(231042700,0.0613),(400004427,0.0492),(231041801,0.0565),(231041176,0.0446),(231040512,0.0528),(231041648,0.0548),(231044722,0.0467),(232027473,0.0497),(231043133,0.0488),(232031270,0.0391),(232029694,0.0348),(297102704,0.0399),(231041727,0.0294),(231041481,0.0375),(231041656,0.0354),(231042474,0.0220),(231043805,0.0283),(231041103,0.0238),(232031480,0.0244),(231043114,0.0274),(231042207,0.0196),(231044692,0.0166),(231041382,0.0178),(232029963,0.0146),(232032087,0.0151),(231039669,0.0139),(232028007,0.0098),(232028494,0.0092),(231041020,0.0092),(232030825,0.0083),(232028253,0.0083),(232030072,0.0053),(232027606,0.0049),(242108079,0.0039),(400007935,0.0025),(232027913,0.0024),(242002703,0.0014),(232029978,0.0014),(232029055,0.0012),(232028322,0.0010),(232028251,0.0011),(235813770,0.0010),(232032049,0.0000),(231040956,0.0000)];[(231042680,0.1524),(231044603,0.1564),(232032044,0.0974),(231041543,0.0780),(231042103,0.0959)]
2;8;HIGHEST_EXPECTED_VALUE;[(232029693,0.1651),(231041325,0.0663),(231041199,0.0750),(286018636,0.0373),(231042811,0.0419),(231040555,0.0435),(231043483,0.0385),(236002413,0.0422),(231040753,0.0323),(231043650,0.0292),(231042167,0.0345),(232028810,0.0369),(231041042,0.0395),(232030843,0.0309),(232030459,0.0243),(231042002,0.0308),(232031691,0.0249),(232029825,0.0289),(232032530,0.0273),(231043631,0.0271),(231042961,0.0291),(232028599,0.0267),(400010993,0.0287),(231040852,0.0248),(231039749,0.0179),(231043649,0.0214),(297102874,0.0183),(231042030,0.0106),(231040069,0.0104),(231040314,0.0075),(231045163,0.0106),(231041407,0.0070),(232029368,0.0079),(231042519,0.0065),(231042685,0.0059),(232028666,0.0045),(232031067,0.0044),(232028457,0.0042),(232028820,0.0028),(231040195,0.0029),(232028214,0.0014),(232028335,0.0013),(232029680,0.0013),(231040921,0.0011),(242108507,0.0010),(232028908,0.0009),(231040275,0.0005),(232031163,0.0000),(231040565,0.0000),(232028398,0.0000)];[(232029693,0.1651),(231041325,0.0663),(231041199,0.0750),(286018636,0.0373),(231042811,0.0419)]
2;9;HIGHEST_EXPECTED_VALUE;[(231040058,0.1212),(232030579,0.1079),(231039742,0.0757),(231039874,0.0983),(231040654,0.0899),(232028274,0.0859),(231041370,0.0558),(231043924,0.0385),(231040409,0.0409),(232031463,0.0311),(231041535,0.0284),(231044482,0.0210),(231042855,0.0277),(232030939,0.0240),(231041693,0.0261),(231040737,0.0194),(231044692,0.0216),(232029185,0.0165),(232030782,0.0138),(231044394,0.0132),(231043046,0.0175),(231041696,0.0149),(232029422,0.0182),(232029880,0.0159),(232028849,0.0141),(231041319,0.0159),(232029725,0.0116),(232029191,0.0114),(231044772,0.0141),(232031218,0.0120),(232030907,0.0109),(235814707,0.0082),(232027611,0.0090),(232028712,0.0079),(232031507,0.0082),(231044201,0.0068),(232027658,0.0074),(232028768,0.0054),(231043089,0.0045),(232028436,0.0043),(231043252,0.0051),(232029757,0.0044),(239016104,0.0028),(232031478,0.0022),(232028611,0.0003),(231041686,0.0000),(231042133,0.0000),(232031874,0.0000),(400001847,0.0000),(231041071,0.0000)];[(231040058,0.1212),(232030579,0.1079),(231039742,0.0757),(231039874,0.0983),(231040654,0.0899)]
3;0;HIGHEST_EXPECTED_VALUE;[(231041253,0.4387),(231042364,0.1298),(232028505,0.0766),(231043831,0.0982),(231040473,0.0686),(231040844,0.0785),(231044656,0.0783),(232030306,0.0700),(232032287,0.0485),(232027600,0.0562),(231039741,0.0593),(231041776,0.0577),(231041403,0.0343),(232031082,0.0407),(231039971,0.0399),(231040000,0.0485),(231043378,0.0372),(231042152,0.0396),(231043481,0.0324),(231043553,0.0322),(231040172,0.0202),(231041814,0.0256),(232028022,0.0222),(231045105,0.0127),(231043886,0.0185),(231042892,0.0139),(231040155,0.0127),(231041720,0.0187),(232029452,0.0152),(232031600,0.0189),(232032636,0.0143),(232031837,0.0135),(232031138,0.0129),(231044926,0.0099),(232028030,0.0078),(232030526,0.0101),(231040257,0.0060),(231040050,0.0071),(232029294,0.0054),(231041417,0.0069),(232032448,0.0048),(232029879,0.0056),(231043993,0.0041),(400004872,0.0048),(400000481,0.0031),(232027466,0.0022),(232028942,0.0013),(232029433,0.0008),(232027895,0.0000),(242108281,0.0000)];[(231041253,0.4387),(231042364,0.1298),(232028505,0.0766),(231043831,0.0982),(231040473,0.0686)]
3;1;HIGHEST_EXPECTED_VALUE;[(232029025,0.1976),(231041107,0.1180),(232031980,0.1237),(231040093,0.0887),(231041871,0.0583),(232030240,0.0557),(231043310,0.0528),(231043459,0.0505),(232031506,0.0392),(231040081,0.0430),(231043084,0.0415),(232031236,0.0346),(232029826,0.0289),(400000995,0.0357),(231043578,0.0290),(232031213,0.0296),(231040132,0.0229),(231043035,0.0242),(231042155,0.0260),(231042983,0.0234),(231044881,0.0290),(232029139,0.0145),(231041967,0.0147),(232028647,0.0180),(231042557,0.0173),(232032454,0.0139),(232031022,0.0119),(231040795,0.0136),(232027689,0.0119),(231044308,0.0102),(232027855,0.0101),(232027865,0.0110),(231043589,0.0113),(232029571,0.0062),(232029784,0.0081),(231043646,0.0074),(232030333,0.0050),(231040005,0.0043),(232031568,0.0036),(232028693,0.0032),(232030320,0.0028),(232030864,0.0017),(232029414,0.0015),(242002673,0.0012),(231040920,0.0010),(232031456,0.0007),(232027656,0.0001),(231041317,0.0000),(231043183,0.0000),(232029888,0.0000)];[(232029025,0.1976),(231041107,0.1180),(232031980,0.1237),(231040093,0.0887),(231041871,0.0583)]
