=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;ESCALATION_OF_COMMITMENT;0.1;92.0;270.0;144.0;10.404718;2.0809429;322.0
1;1.0;ESCALATION_OF_COMMITMENT;0.1;107.0;295.0;154.0;8.458862;1.6917725;342.0
2;1.0;ESCALATION_OF_COMMITMENT;0.1;107.0;296.0;165.0;9.925858;1.9851716;354.0
3;1.0;ESCALATION_OF_COMMITMENT;0.1;97.0;284.0;149.0;8.07534;1.6150683;336.0
4;1.0;ESCALATION_OF_COMMITMENT;0.1;104.0;280.0;161.0;9.636832;1.9273664;337.0
5;1.0;ESCALATION_OF_COMMITMENT;0.1;111.0;289.0;137.0;7.307958;1.4615917;315.0
6;1.0;ESCALATION_OF_COMMITMENT;0.1;98.0;300.0;152.0;8.605535;1.721107;354.0
7;1.0;ESCALATION_OF_COMMITMENT;0.1;114.0;264.0;152.0;8.482925;1.6965854;302.0
8;1.0;ESCALATION_OF_COMMITMENT;0.1;100.0;285.0;135.0;7.4328604;1.4865721;320.0
9;1.0;ESCALATION_OF_COMMITMENT;0.1;94.0;296.0;158.0;6.6806183;1.3361236;360.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;ESCALATION_OF_COMMITMENT;0.1;92.0;270.0;144.0;10.404718;2.0809429;322.0
1;1.0;ESCALATION_OF_COMMITMENT;0.1;107.0;295.0;154.0;8.458862;1.6917725;342.0
2;1.0;ESCALATION_OF_COMMITMENT;0.1;107.0;296.0;165.0;9.925858;1.9851716;354.0
3;1.0;ESCALATION_OF_COMMITMENT;0.1;95.0;281.0;148.0;7.891294;1.578259;334.0
4;1.0;ESCALATION_OF_COMMITMENT;0.1;104.0;275.0;160.0;9.636832;1.9273664;331.0
5;1.0;ESCALATION_OF_COMMITMENT;0.1;109.0;284.0;132.0;7.2651935;1.4530388;307.0
6;1.0;ESCALATION_OF_COMMITMENT;0.1;97.0;296.0;150.0;8.460941;1.6921884;349.0
7;1.0;ESCALATION_OF_COMMITMENT;0.1;112.0;260.0;149.0;8.396904;1.6793811;297.0
8;1.0;ESCALATION_OF_COMMITMENT;0.1;100.0;285.0;135.0;7.4328604;1.4865721;320.0
9;1.0;ESCALATION_OF_COMMITMENT;0.1;93.0;292.0;154.0;6.627597;1.3255193;353.0

0;0;ESCALATION_OF_COMMITMENT;[];[]
0;1;ESCALATION_OF_COMMITMENT;[];[]
0;2;ESCALATION_OF_COMMITMENT;[];[]
0;3;ESCALATION_OF_COMMITMENT;[];[]
0;4;ESCALATION_OF_COMMITMENT;[];[]
0;5;ESCALATION_OF_COMMITMENT;[];[]
0;6;ESCALATION_OF_COMMITMENT;[];[]
0;7;ESCALATION_OF_COMMITMENT;[];[]
0;8;ESCALATION_OF_COMMITMENT;[];[]
0;9;ESCALATION_OF_COMMITMENT;[];[]
1;0;ESCALATION_OF_COMMITMENT;[(231040416,1.2000),(231041958,0.8301),(231040806,0.0075)];[(231040416,1.2000),(231041958,0.8301),(231040806,0.0075)]
1;1;ESCALATION_OF_COMMITMENT;[(244074539,0.4033),(231042615,0.4652),(232030578,0.4000)];[(244074539,0.4033),(231042615,0.4652),(232030578,0.4000)]
1;2;ESCALATION_OF_COMMITMENT;[];[]
1;3;ESCALATION_OF_COMMITMENT;[(232032731,0.0000),(286018224,0.3935),(231040325,0.4394)];[(232032731,0.0000),(286018224,0.3935),(231040325,0.4394)]
1;4;ESCALATION_OF_COMMITMENT;[];[]
1;5;ESCALATION_OF_COMMITMENT;[(231044411,0.5219),(232028435,0.4055),(232028992,1.0891)];[(231044411,0.5219),(232028435,0.4055),(232028992,1.0891)]
1;6;ESCALATION_OF_COMMITMENT;[(231041970,0.4214),(232028354,0.2036),(297103297,0.5479)];[(231041970,0.4214),(232028354,0.2036),(297103297,0.5479)]
1;7;ESCALATION_OF_COMMITMENT;[(232027524,0.0708),(231041490,0.2122),(232028238,0.2000)];[(232027524,0.0708),(231041490,0.2122),(232028238,0.2000)]
1;8;ESCALATION_OF_COMMITMENT;[(232032034,0.8117),(231041861,0.2502),(231039960,0.3548)];[(232032034,0.8117),(231041861,0.2502),(231039960,0.3548)]
1;9;ESCALATION_OF_COMMITMENT;[(231041970,0.4214),(231041646,0.2681),(281000667,0.4197)];[(231041970,0.4214),(231041646,0.2681),(281000667,0.4197)]
2;0;ESCALATION_OF_COMMITMENT;[(286018636,0.4949),(232029663,0.4031),(231040194,0.3039)];[(286018636,0.4949),(232029663,0.4031),(231040194,0.3039)]
2;1;ESCALATION_OF_COMMITMENT;[(231042257,0.2681),(231042615,0.4652),(231041097,0.2681)];[(231042257,0.2681),(231042615,0.4652),(231041097,0.2681)]
2;2;ESCALATION_OF_COMMITMENT;[(232027662,0.4018),(232028871,0.3756),(232027479,0.2681)];[(232027662,0.4018),(232028871,0.3756),(232027479,0.2681)]
2;3;ESCALATION_OF_COMMITMENT;[(231043031,0.2143),(232032731,0.0000),(231039877,0.2000)];[(231043031,0.2143),(232032731,0.0000),(231039877,0.2000)]
