=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;ESCALATION_OF_COMMITMENT;0.1;102.0;296.0;148.0;10.009637;2.0019271;342.0
1;1.0;ESCALATION_OF_COMMITMENT;0.1;103.0;298.0;169.0;9.153291;1.8306578;364.0
2;1.0;ESCALATION_OF_COMMITMENT;0.1;105.0;284.0;160.0;8.096938;1.6193879;339.0
3;1.0;ESCALATION_OF_COMMITMENT;0.1;108.0;303.0;140.0;6.696419;1.3392836;335.0
4;1.0;ESCALATION_OF_COMMITMENT;0.1;88.0;298.0;156.0;6.6178474;1.3235694;366.0
5;1.0;ESCALATION_OF_COMMITMENT;0.1;102.0;287.0;141.0;7.8447447;1.5689492;326.0
6;1.0;ESCALATION_OF_COMMITMENT;0.1;93.0;281.0;152.0;7.737313;1.547462;340.0
7;1.0;ESCALATION_OF_COMMITMENT;0.1;108.0;276.0;168.0;11.791765;2.358353;336.0
8;1.0;ESCALATION_OF_COMMITMENT;0.1;93.0;265.0;138.0;7.2395163;1.4479033;310.0
9;1.0;ESCALATION_OF_COMMITMENT;0.1;98.0;296.0;140.0;7.0424614;1.4084924;338.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;ESCALATION_OF_COMMITMENT;0.1;99.0;290.0;147.0;9.864573;1.9729143;338.0
1;1.0;ESCALATION_OF_COMMITMENT;0.1;100.0;293.0;165.0;9.033412;1.8066821;358.0
2;1.0;ESCALATION_OF_COMMITMENT;0.1;104.0;283.0;159.0;7.8137836;1.562757;338.0
3;1.0;ESCALATION_OF_COMMITMENT;0.1;105.0;294.0;139.0;6.574867;1.3149732;328.0
4;1.0;ESCALATION_OF_COMMITMENT;0.1;87.0;293.0;154.0;6.6082454;1.321649;360.0
5;1.0;ESCALATION_OF_COMMITMENT;0.1;102.0;285.0;138.0;7.8447447;1.5689492;321.0
6;1.0;ESCALATION_OF_COMMITMENT;0.1;92.0;278.0;150.0;7.7300725;1.546014;336.0
7;1.0;ESCALATION_OF_COMMITMENT;0.1;106.0;269.0;163.0;11.611436;2.322287;326.0
8;1.0;ESCALATION_OF_COMMITMENT;0.1;92.0;258.0;136.0;7.237487;1.4474974;302.0
9;1.0;ESCALATION_OF_COMMITMENT;0.1;98.0;288.0;138.0;7.0424614;1.4084924;328.0

0;0;ESCALATION_OF_COMMITMENT;[];[]
0;1;ESCALATION_OF_COMMITMENT;[];[]
0;2;ESCALATION_OF_COMMITMENT;[];[]
0;3;ESCALATION_OF_COMMITMENT;[];[]
0;4;ESCALATION_OF_COMMITMENT;[];[]
0;5;ESCALATION_OF_COMMITMENT;[];[]
0;6;ESCALATION_OF_COMMITMENT;[];[]
0;7;ESCALATION_OF_COMMITMENT;[];[]
0;8;ESCALATION_OF_COMMITMENT;[];[]
0;9;ESCALATION_OF_COMMITMENT;[];[]
1;0;ESCALATION_OF_COMMITMENT;[];[]
1;1;ESCALATION_OF_COMMITMENT;[];[]
1;2;ESCALATION_OF_COMMITMENT;[];[]
1;3;ESCALATION_OF_COMMITMENT;[];[]
1;4;ESCALATION_OF_COMMITMENT;[];[]
1;5;ESCALATION_OF_COMMITMENT;[];[]
1;6;ESCALATION_OF_COMMITMENT;[];[]
1;7;ESCALATION_OF_COMMITMENT;[];[]
1;8;ESCALATION_OF_COMMITMENT;[];[]
1;9;ESCALATION_OF_COMMITMENT;[];[]
2;0;ESCALATION_OF_COMMITMENT;[(231040127,0.4932),(232030106,0.4032),(244075155,0.4048)];[(231040127,0.4932),(232030106,0.4032),(244075155,0.4048)]
2;1;ESCALATION_OF_COMMITMENT;[(232029509,0.5280),(232030431,0.0251),(231041550,0.2161)];[(232029509,0.5280),(232030431,0.0251),(231041550,0.2161)]
2;2;ESCALATION_OF_COMMITMENT;[(231042763,0.2412),(400000572,0.3756),(244074508,0.4019)];[(231042763,0.2412),(400000572,0.3756),(244074508,0.4019)]
2;3;ESCALATION_OF_COMMITMENT;[(231041313,0.0502),(231041601,1.2803),(239014743,0.4074)];[(231041313,0.0502),(231041601,1.2803),(239014743,0.4074)]
2;4;ESCALATION_OF_COMMITMENT;[(231039824,0.3039),(232031342,0.4730),(232031892,0.3219)];[(231039824,0.3039),(232031342,0.4730),(232031892,0.3219)]
2;5;ESCALATION_OF_COMMITMENT;[(232030018,0.4028),(232028973,0.4106),(232031729,0.5756)];[(232030018,0.4028),(232028973,0.4106),(232031729,0.5756)]
2;6;ESCALATION_OF_COMMITMENT;[(231041162,0.2681),(231042283,0.2323),(231039729,0.2860)];[(231041162,0.2681),(231042283,0.2323),(231039729,0.2860)]
2;7;ESCALATION_OF_COMMITMENT;[(207010811,0.8019),(231040503,0.2502),(231043312,0.2681)];[(207010811,0.8019),(231040503,0.2502),(231043312,0.2681)]
2;8;ESCALATION_OF_COMMITMENT;[(231043039,0.4536),(232029663,0.4031),(231042299,0.8932)];[(231043039,0.4536),(232029663,0.4031),(231042299,0.8932)]
