=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_EXPECTED_VALUE;0.3;157.0;313.0;171.0;24.960274;4.992055;327.0
1;1.0;PROB_EXPECTED_VALUE;0.3;172.0;311.0;172.0;27.123886;5.4247766;311.0
2;1.0;PROB_EXPECTED_VALUE;0.3;164.0;353.0;174.0;32.83066;6.5661325;363.0
3;1.0;PROB_EXPECTED_VALUE;0.3;179.0;349.0;171.0;35.27008;7.0540147;341.0
4;1.0;PROB_EXPECTED_VALUE;0.3;175.0;342.0;140.0;25.962503;5.1925;307.0
5;1.0;PROB_EXPECTED_VALUE;0.3;162.0;324.0;207.0;27.938833;5.5877657;369.0
6;1.0;PROB_EXPECTED_VALUE;0.3;193.0;363.0;168.0;34.419704;6.883942;338.0
7;1.0;PROB_EXPECTED_VALUE;0.3;176.0;337.0;179.0;33.09692;6.6193843;340.0
8;1.0;PROB_EXPECTED_VALUE;0.3;159.0;343.0;161.0;25.604301;5.12086;345.0
9;1.0;PROB_EXPECTED_VALUE;0.3;158.0;315.0;163.0;32.970436;6.594087;320.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_EXPECTED_VALUE;0.3;157.0;313.0;171.0;24.960274;4.992055;327.0
1;1.0;PROB_EXPECTED_VALUE;0.3;169.0;307.0;169.0;26.453636;5.290726;307.0
2;1.0;PROB_EXPECTED_VALUE;0.3;164.0;353.0;174.0;32.83066;6.5661325;363.0
3;1.0;PROB_EXPECTED_VALUE;0.3;178.0;345.0;168.0;35.09445;7.0188894;335.0
4;1.0;PROB_EXPECTED_VALUE;0.3;175.0;342.0;140.0;25.962503;5.1925;307.0
5;1.0;PROB_EXPECTED_VALUE;0.3;160.0;321.0;206.0;27.838474;5.567694;367.0
6;1.0;PROB_EXPECTED_VALUE;0.3;191.0;360.0;166.0;33.57562;6.715125;335.0
7;1.0;PROB_EXPECTED_VALUE;0.3;175.0;333.0;177.0;33.02882;6.6057644;335.0
8;1.0;PROB_EXPECTED_VALUE;0.3;156.0;337.0;160.0;25.425447;5.0850897;341.0
9;1.0;PROB_EXPECTED_VALUE;0.3;158.0;315.0;163.0;32.970436;6.594087;320.0

0;0;PROB_EXPECTED_VALUE;[];[]
1;7;PROB_EXPECTED_VALUE;[(231042189,0.2187),(231044615,0.0558),(231042267,0.1113),(231041727,0.0372),(400009750,0.0076),(231044666,0.0796),(231043167,0.0373),(232027570,0.2040),(232031287,0.1027),(232031593,0.0603),(231041716,0.0911),(231039654,0.0249),(231044477,0.0256),(231040519,0.0506),(231039863,0.0134),(231040050,0.0053),(231041100,0.0836),(231041052,0.0252),(231044441,0.0210),(231040015,0.0307),(231041611,0.0098),(231039660,0.0137),(232027885,0.0387),(231041635,0.0196),(232030933,0.0073),(231040736,0.0282),(232031105,0.0102),(232030322,0.0087),(232028774,0.0137),(231040793,0.0040),(400001686,0.0154),(231040763,0.0122),(248016258,0.0056),(231044328,0.0150),(231039935,0.0065),(235813366,0.0062),(232028101,0.0078),(232029757,0.0047),(231043048,0.0055),(231040953,0.0016),(231043074,0.0027),(232029375,0.0010),(232028436,0.0058),(232030106,0.0016),(239016028,0.0022),(232028251,0.0010),(232029870,0.0004),(231039929,0.0017),(232031664,0.0008),(231041071,0.0000)];[(231042189,0.2187),(231044615,0.0558),(231042267,0.1113),(231041727,0.0372),(400009750,0.0076)]
1;8;PROB_EXPECTED_VALUE;[(231043222,0.0510),(231042186,0.0970),(232029513,0.2048),(231045893,0.0809),(231043088,0.1874),(231040549,0.4322),(231043214,0.4166),(231045424,0.2233),(231042515,0.0252),(231045264,0.0240),(231042777,0.0300),(232029019,0.3569),(232030278,0.0054),(231044381,0.0529),(232028710,0.0119),(231040931,0.0156),(231044797,0.0182),(297102704,0.0371),(232028769,0.0079),(232030282,0.0474),(231040871,0.0141),(230000346,0.0063),(286020444,0.0030),(231040776,0.0121),(231041994,0.0807),(231044607,0.0250),(232028713,0.0243),(232029648,0.0049),(232031861,0.0057),(231044368,0.0337),(232029295,0.0064),(231042433,0.0182),(232031277,0.0022),(232027512,0.0195),(231042305,0.0163),(231040211,0.0094),(232031283,0.0117),(242109333,0.0439),(231042377,0.0187),(232029937,0.0102),(231040423,0.0157),(231043895,0.0055),(231044342,0.0020),(244070950,0.0288),(232032330,0.0049),(232030060,0.0023),(232027470,0.0000),(244076150,0.0000),(232028347,0.0000),(232030535,0.0000)];[(231043222,0.0510),(231042186,0.0970),(232029513,0.2048),(231045893,0.0809),(231043088,0.1874)]
1;9;PROB_EXPECTED_VALUE;[];[]
2;0;PROB_EXPECTED_VALUE;[(231044533,0.0239),(231043485,0.0308),(231041703,0.1749),(231039958,0.0113),(231040666,0.0560),(231044071,0.0630),(231041152,0.3942),(231041944,0.0395),(232028915,0.0236),(231041453,0.0504),(231042221,0.0992),(231039839,0.0473),(231041022,0.0479),(231040015,0.0308),(231040339,0.0913),(231042811,0.0354),(232029847,0.0022),(231042081,0.0197),(231041121,0.0182),(231045335,0.0297),(231045167,0.0833),(231041496,0.0865),(232031758,0.0220),(231041657,0.0426),(242002333,0.0096),(231040964,0.0313),(232028848,0.0078),(232030545,0.0148),(232030569,0.0056),(232030505,0.0056),(231042030,0.0112),(231039712,0.0167),(232032579,0.0035),(242108724,0.0057),(232029031,0.0054),(232032163,0.0023),(231040612,0.0067),(231043585,0.0091),(232027834,0.0117),(232029613,0.0079),(232027577,0.0118),(232028794,0.0033),(207010811,0.0008),(232027780,0.0032),(232032543,0.0007),(232029527,0.0008),(232028043,0.0002),(231040034,0.0000),(231039698,0.0000),(232032695,0.0000)];[(231044533,0.0239),(231043485,0.0308),(231041703,0.1749),(231039958,0.0113),(231040666,0.0560)]
2;1;PROB_EXPECTED_VALUE;[(231040845,0.0950),(231040207,0.2304),(231041675,0.0606),(231043927,0.1254),(231040729,0.0123),(232032754,0.0205),(231042186,0.1021),(231039720,0.3433),(231041410,0.0724),(232028120,0.0445),(231041687,0.1100),(231040454,0.1345),(231041313,0.0222),(231043783,0.0314),(232027472,0.0085),(231041874,0.0763),(232027766,0.0307),(231039639,0.0529),(231040119,0.0631),(232028027,0.0307),(231040295,0.0380),(232030663,0.0056),(231040564,0.0534),(231043729,0.0311),(231041661,0.0518),(231043324,0.0236),(231042126,0.0592),(232029837,0.0456),(232032636,0.0172),(286018223,0.0128),(239016398,0.0033),(231041293,0.0309),(232027885,0.0628),(232027601,0.0077),(232029374,0.0284),(231041079,0.0229),(232028768,0.0054),(231041248,0.0052),(231040241,0.0166),(232028773,0.0104),(231040211,0.0068),(232028631,0.0027),(232027908,0.0054),(232031031,0.0013),(232030404,0.0016),(231045911,0.0029),(232030949,0.0015),(232029358,0.0019),(232030679,0.0000),(232032467,0.0000)];[(231040845,0.0950),(231040207,0.2304),(231041675,0.0606),(231043927,0.1254),(231040729,0.0123)]
2;2;PROB_EXPECTED_VALUE;[(231040819,0.0714),(231040268,0.1155),(231041005,0.0285),(232028286,0.5021),(232029605,0.0961),(232030522,0.0361),(231043458,0.1141),(231042017,0.1208),(231042826,0.0384),(232027970,0.1203),(231041184,0.0370),(232030443,0.0763),(232030584,0.0054),(231041688,0.0317),(232028115,0.0063),(232027730,0.0605),(281000665,0.0016),(232028319,0.0067),(231042029,0.0200),(231042270,0.0149),(231043025,0.0081),(231042228,0.0363),(231040789,0.0199),(231039712,0.0144),(231039769,0.0234),(245017746,0.0076),(232029023,0.0068),(231043506,0.0048),(232028619,0.0081),(231040332,0.0323),(231041236,0.0068),(232029680,0.0013),(232031049,0.0049),(231044782,0.0128),(231041282,0.0052),(231043645,0.0052),(231040848,0.0060),(231041641,0.0050),(231043919,0.0028),(231044764,0.0010),(231045814,0.0061),(231045330,0.0007),(231040806,0.0046),(232030345,0.0026),(232027471,0.0074),(232032537,0.0004),(232031279,0.0000),(232032502,0.0000),(232030647,0.0000),(232030807,0.0000)];[(231040819,0.0714),(231040268,0.1155),(231041005,0.0285),(232028286,0.5021),(232029605,0.0961)]
2;3;PROB_EXPECTED_VALUE;[(291036087,0.0609),(231043326,0.1458),(231040855,0.0633),(286018224,0.0719),(231042866,0.0197),(231042069,0.1115),(231040343,0.1508),(231041472,0.0357),(231040497,0.0080),(231041252,0.0495),(231039734,0.0195),(232028404,0.0558),(231045310,0.0423),(231040586,0.0323),(286020444,0.0027),(232031603,0.0137),(232030545,0.0126),(232029671,0.0372),(231044280,0.0875),(231040680,0.0124),(231042620,0.0326),(231044441,0.0292),(231041877,0.0632),(231042574,0.0123),(231041145,0.0398),(231044920,0.0126),(231041801,0.0447),(231043474,0.0283),(232030367,0.0026),(231040932,0.0292),(231039779,0.0587),(232027870,0.0237),(232031671,0.0064),(400009365,0.0060),(232030193,0.0167),(235814707,0.0081),(231041798,0.0074),(231045866,0.0119),(232031142,0.0077),(232027535,0.0051),(232031361,0.0022),(231042338,0.0009),(231040732,0.0026),(232031499,0.0020),(231044407,0.0004),(232027847,0.0017),(232029055,0.0013),(232028611,0.0002),(232029221,0.0011),(231044290,0.0000)];[(291036087,0.0609),(231043326,0.1458),(231040855,0.0633),(286018224,0.0719),(231042866,0.0197)]
2;4;PROB_EXPECTED_VALUE;[(231040458,0.0437),(231044014,0.1058),(231041186,0.0597),(231042208,0.0171),(231044607,0.0256),(232030230,0.0587),(232028449,0.0125),(232030658,0.0349),(231043251,0.0036),(400004427,0.0405),(231041500,0.0388),(400007567,0.0189),(231044702,0.2023),(231045232,0.0391),(232031081,0.1030),(231041857,0.0336),(232027573,0.1003),(231041166,0.0417),(400003889,0.0048),(231042353,0.0167),(231041682,0.0194),(232028285,0.0432),(231040978,0.0182),(231044799,0.0297),(232028706,0.0123),(232027972,0.0090),(232029700,0.0279),(232027833,0.0179),(232030878,0.0064),(232031313,0.0019),(231043151,0.0338),(232027491,0.0211),(232028987,0.0027),(232031717,0.0262),(231040405,0.0361),(232031051,0.0031),(232029784,0.0071),(232030990,0.0114),(242109259,0.0025),(232031361,0.0023),(232028413,0.0042),(232030318,0.0046),(232028322,0.0011),(232028826,0.0003),(400008359,0.0003),(400004926,0.0003),(231041277,0.0010),(232030910,0.0000),(231041836,0.0000)];[(231040458,0.0437),(231044014,0.1058),(231041186,0.0597),(231042208,0.0171),(231044607,0.0256)]
2;5;PROB_EXPECTED_VALUE;[(231040503,0.0226),(231045474,0.0961),(231039722,0.0391),(231043194,0.0851),(231041840,0.3068),(231042703,0.0627),(231040740,0.0318),(232030351,0.0177),(232032334,0.0296),(231045003,0.0477),(231042643,0.0446),(231044009,0.0713),(232027983,0.1767),(232030581,0.0259),(231044017,0.0062),(232027659,0.0314),(231042179,0.0237),(232029640,0.0292),(231040979,0.0249),(232027856,0.0191),(231041978,0.0214),(232030171,0.0047),(231044838,0.0247),(231041361,0.0618),(242109703,0.0050),(230000346,0.0067),(232028285,0.0311),(232029957,0.0323),(232029452,0.0204),(261001888,0.0155),(232031501,0.0114),(231041336,0.0287),(231041777,0.0326),(231041744,0.0073),(232027471,0.0086),(231041571,0.0072),(245018988,0.0044),(231042695,0.0078),(232029073,0.0033),(232029217,0.0052),(244074474,0.0053),(232030411,0.0007),(232032245,0.0051),(242108910,0.0010),(232031774,0.0011),(400007933,0.0012),(242108507,0.0013),(232031666,0.0003),(232029807,0.0000),(232030538,0.0000)];[(231040503,0.0226),(231045474,0.0961),(231039722,0.0391),(231043194,0.0851),(231041840,0.3068)]
2;6;PROB_EXPECTED_VALUE;[(231041295,0.0340),(232028817,0.0527),(231044602,0.5106),(232027881,0.1765),(230000355,0.0927),(231040111,0.0416),(242109703,0.0068),(231039944,0.1279),(231045536,0.0741),(231041072,0.0199),(231044477,0.0284),(232027846,0.0290),(231043289,0.0193),(232029402,0.0597),(232031943,0.0251),(231042463,0.0621),(231039797,0.0891),(286017212,0.0045),(232028793,0.0067),(231039680,0.0180),(232029911,0.0055),(231041889,0.0236),(231042139,0.0103),(232028457,0.0035),(232031022,0.0160),(231040606,0.0120),(231042329,0.0095),(231042619,0.0111),(231042616,0.0162),(232029456,0.0023),(232029551,0.0083),(232030301,0.0069),(232029370,0.0124),(231040787,0.0092),(231041395,0.0074),(231041700,0.0204),(232028254,0.0079),(281000739,0.0054),(231040220,0.0042),(232028335,0.0016),(400003056,0.0013),(231040774,0.0008),(232028540,0.0014),(232030622,0.0011),(232027656,0.0001),(232031077,0.0000),(232030198,0.0000),(232029260,0.0000),(400010604,0.0000),(231041476,0.0000)];[(231041295,0.0340),(232028817,0.0527),(231044602,0.5106),(232027881,0.1765),(230000355,0.0927)]
2;7;PROB_EXPECTED_VALUE;[(231040519,0.0560),(231040736,0.0417),(232027570,0.1294),(231041611,0.0141),(231041052,0.0191),(231044477,0.0268),(232031593,0.0894),(232031105,0.0146),(231042189,0.1900),(231041635,0.0188),(231044441,0.0214),(231040953,0.0013),(232029402,0.0448),(231039654,0.0280),(232027885,0.0393),(231044666,0.1113),(231042267,0.1080),(400001686,0.0137),(232028774,0.0113),(231041716,0.1475),(231040050,0.0059),(231042777,0.0240),(232030786,0.0361),(231043048,0.0095),(231039660,0.0155),(232028101,0.0054),(239016028,0.0021),(231040015,0.0262),(231040763,0.0152),(232029106,0.0024),(231043167,0.0273),(232030322,0.0084),(235813366,0.0077),(248016258,0.0048),(231040793,0.0045),(232028436,0.0049),(231039863,0.0141),(232030933,0.0065),(232029375,0.0008),(231042697,0.0085),(231039935,0.0053),(232031664,0.0011),(232029757,0.0036),(232030106,0.0012),(231043074,0.0019),(232029870,0.0005),(231041029,0.0006),(232030974,0.0000),(231041071,0.0000)];[(231040519,0.0560),(231040736,0.0417),(232027570,0.1294),(231041611,0.0141),(231041052,0.0191)]
2;8;PROB_EXPECTED_VALUE;[(231043222,0.0510),(231042186,0.0970),(232029513,0.2048),(231045893,0.0809),(231043088,0.1874),(231040549,0.4322),(231043214,0.4166),(231045424,0.2233),(231042515,0.0252),(231045264,0.0240),(231042777,0.0300),(232029019,0.3569),(232030278,0.0054),(231044381,0.0529),(232028710,0.0119),(231040931,0.0156),(231044797,0.0182),(297102704,0.0371),(232028769,0.0079),(232030282,0.0474),(231040871,0.0141),(230000346,0.0063),(286020444,0.0030),(231040776,0.0121),(231041994,0.0807),(231044607,0.0250),(232028713,0.0243),(232029648,0.0049),(232031861,0.0057),(231044368,0.0337),(232029295,0.0064),(231042433,0.0182),(232031277,0.0022),(232027512,0.0195),(231042305,0.0163),(231040211,0.0094),(232031283,0.0117),(242109333,0.0439),(231042377,0.0187),(232029937,0.0102),(231040423,0.0157),(231043895,0.0055),(231044342,0.0020),(244070950,0.0288),(232032330,0.0049),(232030060,0.0023),(232027470,0.0000),(244076150,0.0000),(232028347,0.0000),(232030535,0.0000)];[(231043222,0.0510),(231042186,0.0970),(232029513,0.2048),(231045893,0.0809),(231043088,0.1874)]
2;9;PROB_EXPECTED_VALUE;[(231041272,0.2726),(231041652,0.1824),(232028260,0.0050),(231041884,0.1095),(231043758,0.0903),(232030358,0.0683),(232032313,0.0318),(231040980,0.0056),(231040149,0.2174),(232028932,0.0551),(231040842,0.0911),(231043186,0.0014),(231039849,0.1675),(231044735,0.0612),(231041802,0.0191),(231041155,0.1149),(231042188,0.0938),(231042421,0.0221),(231041223,0.0263),(231040229,0.0125),(231041594,0.1626),(231043641,0.0136),(231044475,0.0174),(231040987,0.0300),(232030565,0.0093),(231041094,0.0461),(231041561,0.0728),(231044935,0.0115),(231040084,0.0308),(232029696,0.0042),(232028003,0.0045),(232029111,0.0166),(232028564,0.1077),(231041555,0.0023),(231045626,0.0132),(232032173,0.0304),(232029608,0.0038),(232030593,0.0061),(232027984,0.0083),(232028479,0.0051),(231041642,0.0036),(400007807,0.0007),(244075791,0.0029),(231042070,0.0025),(232029922,0.0005),(232029464,0.0000),(281000672,0.0000),(232030869,0.0000),(232032638,0.0000),(232032333,0.0000)];[(231041272,0.2726),(231041652,0.1824),(232028260,0.0050),(231041884,0.1095),(231043758,0.0903)]
3;0;PROB_EXPECTED_VALUE;[(231041496,0.0777),(231041152,0.4031),(231040802,0.0903),(231039839,0.0472),(231041657,0.0470),(231042221,0.1154),(232027834,0.0101),(231041453,0.0491),(231045167,0.0579),(231041022,0.0521),(231040526,0.1365),(232030569,0.0056),(231040015,0.0318),(232028915,0.0242),(231044533,0.0250),(231042811,0.0444),(242002333,0.0134),(242108724,0.0052),(231042081,0.0219),(232027577,0.0084),(231044071,0.0444),(232032579,0.0037),(231041944,0.0489),(231042030,0.0104),(231043585,0.0055),(232029613,0.0108),(231040964,0.0220),(231045335,0.0318),(232031758,0.0207),(232032163,0.0025),(232029847,0.0036),(232031751,0.0028),(232029031,0.0038),(231043485,0.0247),(232027780,0.0022),(232028848,0.0077),(232030505,0.0075),(231041121,0.0154),(232028043,0.0003),(232028794,0.0024),(231040612,0.0055),(231039712,0.0180),(232030841,0.0023),(207010811,0.0008),(232032543,0.0010),(232029527,0.0009),(231039698,0.0000),(400009682,0.0000),(232032695,0.0000),(231040034,0.0000)];[(231041496,0.0777),(231041152,0.4031),(231040802,0.0903),(231039839,0.0472),(231041657,0.0470)]
