=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_EXPECTED_VALUE;0.2;153.0;340.0;162.0;27.629438;5.5258884;349.0
1;1.0;PROB_EXPECTED_VALUE;0.2;172.0;339.0;159.0;28.709814;5.741963;326.0
2;1.0;PROB_EXPECTED_VALUE;0.2;170.0;342.0;173.0;26.190723;5.238145;345.0
3;1.0;PROB_EXPECTED_VALUE;0.2;170.0;317.0;168.0;27.907225;5.5814457;315.0
4;1.0;PROB_EXPECTED_VALUE;0.2;173.0;327.0;174.0;26.709124;5.3418236;328.0
5;1.0;PROB_EXPECTED_VALUE;0.2;170.0;333.0;163.0;28.166557;5.6333113;326.0
6;1.0;PROB_EXPECTED_VALUE;0.2;161.0;344.0;169.0;28.21184;5.6423655;352.0
7;1.0;PROB_EXPECTED_VALUE;0.2;178.0;339.0;164.0;31.051678;6.2103357;325.0
8;1.0;PROB_EXPECTED_VALUE;0.2;163.0;331.0;158.0;31.063866;6.212772;326.0
9;1.0;PROB_EXPECTED_VALUE;0.2;163.0;310.0;176.0;27.580536;5.5161076;323.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_EXPECTED_VALUE;0.2;148.0;334.0;158.0;27.195747;5.43915;344.0
1;1.0;PROB_EXPECTED_VALUE;0.2;170.0;333.0;159.0;28.571796;5.7143593;322.0
2;1.0;PROB_EXPECTED_VALUE;0.2;170.0;342.0;173.0;26.190723;5.238145;345.0
3;1.0;PROB_EXPECTED_VALUE;0.2;170.0;317.0;168.0;27.907225;5.5814457;315.0
4;1.0;PROB_EXPECTED_VALUE;0.2;170.0;322.0;172.0;26.280807;5.2561603;324.0
5;1.0;PROB_EXPECTED_VALUE;0.2;168.0;329.0;161.0;27.92283;5.5845656;322.0
6;1.0;PROB_EXPECTED_VALUE;0.2;161.0;344.0;169.0;28.21184;5.6423655;352.0
7;1.0;PROB_EXPECTED_VALUE;0.2;177.0;336.0;164.0;30.893972;6.1787944;323.0
8;1.0;PROB_EXPECTED_VALUE;0.2;163.0;331.0;158.0;31.063866;6.212772;326.0
9;1.0;PROB_EXPECTED_VALUE;0.2;162.0;307.0;173.0;27.476593;5.495319;318.0

0;0;PROB_EXPECTED_VALUE;[];[]
0;1;PROB_EXPECTED_VALUE;[];[]
0;2;PROB_EXPECTED_VALUE;[];[]
0;3;PROB_EXPECTED_VALUE;[];[]
0;4;PROB_EXPECTED_VALUE;[];[]
0;5;PROB_EXPECTED_VALUE;[];[]
0;6;PROB_EXPECTED_VALUE;[];[]
0;7;PROB_EXPECTED_VALUE;[];[]
0;8;PROB_EXPECTED_VALUE;[];[]
0;9;PROB_EXPECTED_VALUE;[];[]
1;0;PROB_EXPECTED_VALUE;[(231041219,0.0492),(232029793,0.4261),(232028621,0.0839),(231041546,0.0940),(232029889,0.1179),(231044567,0.3747),(231039792,0.0265),(231042071,0.1954),(232031530,0.0249),(231040097,0.2118),(232028323,0.0363),(231040141,0.0692),(232029308,0.0292),(231039652,0.0979),(244074867,0.0740),(232027577,0.0104),(231041445,0.0178),(232029107,0.0705),(231043488,0.0435),(232027598,0.0301),(232028530,0.1263),(232028430,0.0317),(231039799,0.0973),(231040228,0.0664),(231040612,0.0053),(232027956,0.0332),(232028856,0.0487),(232030917,0.0089),(231043345,0.0172),(281000659,0.0053),(242108015,0.0468),(231041965,0.0119),(248018134,0.0108),(231042660,0.0063),(231043585,0.0084),(232027787,0.0119),(231043730,0.0145),(232027552,0.0062),(231041030,0.0099),(231040846,0.0058),(245018220,0.0006),(232030290,0.0035),(231039806,0.0018),(231039869,0.0035),(232032767,0.0006),(232032629,0.0000),(232031462,0.0000),(232031335,0.0000),(232031032,0.0000),(232031373,0.0000)];[(231041219,0.0492),(232029793,0.4261),(232028621,0.0839),(231041546,0.0940),(232029889,0.1179)]
1;1;PROB_EXPECTED_VALUE;[(231043481,0.0289),(231045264,0.0392),(231042812,0.0653),(232031447,0.0275),(232030729,0.0606),(231042587,0.2069),(231044925,0.0717),(232028428,0.0978),(231043247,0.0167),(231041692,0.0012),(231042519,0.0063),(231042097,0.0772),(232028122,0.0325),(231041496,0.1017),(232030470,0.0358),(232030085,0.0329),(231041086,0.0187),(232030787,0.0139),(239016911,0.0525),(231041796,0.0391),(231041801,0.0573),(231041839,0.0207),(232027571,0.0207),(231040304,0.0174),(232031589,0.0173),(232028356,0.0014),(231041878,0.0081),(231039652,0.1174),(232030385,0.0107),(244075610,0.0064),(231043280,0.0227),(231041258,0.0068),(231044414,0.0043),(232029119,0.0075),(231040921,0.0008),(231044971,0.0163),(231040830,0.0081),(232027463,0.0055),(231044782,0.0168),(231040605,0.0059),(232028675,0.0062),(231045184,0.0041),(232030023,0.0020),(232029452,0.0182),(242109851,0.0033),(232032347,0.0019),(286016808,0.0008),(232032271,0.0004),(232028961,0.0003),(232030803,0.0000)];[(231043481,0.0289),(231045264,0.0392),(231042812,0.0653),(232031447,0.0275),(232030729,0.0606)]
1;2;PROB_EXPECTED_VALUE;[(232029259,0.1766),(231040224,0.0487),(231040729,0.0187),(232031363,0.4595),(261001860,0.0075),(231040522,0.3592),(232028120,0.0365),(231040817,0.0854),(231040153,0.0080),(231043319,0.1022),(231042077,0.0379),(231041243,0.0255),(231042607,0.1234),(232032454,0.0178),(235814707,0.0107),(231040363,0.0723),(232031411,0.0887),(232031515,0.0135),(231044080,0.0712),(232029813,0.0461),(231039981,0.0028),(231040041,0.0147),(231040843,0.0182),(232027621,0.0976),(232028915,0.0182),(231043036,0.0923),(231040401,0.0225),(239015333,0.0086),(231043611,0.0149),(232030482,0.0450),(232032374,0.0870),(232030613,0.0081),(231040353,0.0355),(231044357,0.0209),(231041560,0.0369),(232030879,0.0353),(232029694,0.0412),(232029937,0.0069),(242108403,0.0077),(232029117,0.0104),(232029093,0.0008),(232029534,0.0146),(232027623,0.0163),(231041642,0.0042),(248015556,0.0033),(232027585,0.0054),(232031576,0.0015),(235813701,0.0001),(231040275,0.0004),(232030425,0.0000)];[(232029259,0.1766),(231040224,0.0487),(231040729,0.0187),(232031363,0.4595),(261001860,0.0075)]
1;3;PROB_EXPECTED_VALUE;[(231040823,0.1506),(232028467,0.0277),(231039731,0.3032),(244074505,0.0639),(232031260,0.0478),(231040420,0.2843),(231042247,0.0500),(232029165,0.1018),(231040080,0.5620),(231039870,0.1606),(231042239,0.0654),(231042607,0.0859),(231040460,0.2179),(232029200,0.0148),(231040768,0.0675),(231042299,0.0523),(232029912,0.0926),(231042020,0.0452),(232029011,0.0817),(231043351,0.0622),(232027747,0.0318),(231045538,0.0291),(232029426,0.0264),(231042440,0.0176),(232028400,0.0062),(231043991,0.0572),(231040987,0.0391),(232029313,0.0034),(231042684,0.0056),(232031755,0.0084),(232027836,0.0150),(231042218,0.0015),(244075445,0.0047),(232028672,0.0347),(231041815,0.0130),(231042174,0.0288),(232031396,0.0034),(232029979,0.0146),(232032156,0.0165),(231040346,0.0118),(231040261,0.0043),(231040698,0.0022),(232029477,0.0035),(232032654,0.0045),(281000675,0.0008),(232032268,0.0015),(231043697,0.0000),(232031000,0.0000),(232027575,0.0000),(232029153,0.0000)];[(231040823,0.1506),(232028467,0.0277),(231039731,0.3032),(244074505,0.0639),(232031260,0.0478)]
1;4;PROB_EXPECTED_VALUE;[(231042981,0.0286),(231044844,0.0252),(232027735,0.0139),(232028290,0.1095),(231040343,0.1749),(232028992,0.1302),(231040171,0.0361),(232031962,0.0348),(231040136,0.0349),(232029185,0.0181),(232030629,0.0189),(232030367,0.0027),(231041909,0.0075),(232029601,0.0224),(232028122,0.0362),(231043536,0.0540),(231044441,0.0208),(231043746,0.0596),(231043888,0.0481),(231045310,0.0474),(232027967,0.0228),(231039966,0.0105),(231045739,0.0344),(231040330,0.0408),(232029575,0.0065),(232029307,0.0022),(231044879,0.0290),(232030988,0.0028),(231041059,0.0157),(232031213,0.0323),(242109703,0.0054),(232029055,0.0010),(231041586,0.0073),(232029929,0.0033),(232030526,0.0071),(231043650,0.0416),(232029447,0.0079),(232028606,0.0024),(232032142,0.0030),(232028973,0.0060),(232028387,0.0019),(232032058,0.0006),(235813470,0.0004),(231045078,0.0000),(232032502,0.0000),(232028976,0.0000),(232030690,0.0000),(232031542,0.0000),(231043853,0.0000),(232031667,0.0000)];[(231042981,0.0286),(231044844,0.0252),(232027735,0.0139),(232028290,0.1095),(231040343,0.1749)]
1;5;PROB_EXPECTED_VALUE;[(232029862,0.1293),(232029325,0.4320),(231043039,0.0285),(231040822,0.1382),(231040915,0.0952),(231039850,0.1301),(231042875,0.0233),(231040751,0.0640),(231042129,0.0569),(231039641,0.0869),(231040563,0.0131),(231039880,0.0573),(248016054,0.0033),(231042655,0.0349),(231043133,0.0397),(231041356,0.0096),(232030596,0.0622),(231043439,0.0056),(231045737,0.0103),(231041967,0.0130),(232029423,0.0144),(244069630,0.0043),(231041675,0.0538),(231040229,0.0157),(231043631,0.0214),(400000284,0.0024),(232030025,0.0032),(239016398,0.0030),(232027730,0.0599),(231039811,0.0018),(232030449,0.0117),(232028472,0.0047),(232030825,0.0095),(232032069,0.0070),(231040476,0.0060),(231044342,0.0022),(232027585,0.0041),(231042493,0.0067),(248016618,0.0027),(232028341,0.0013),(232029289,0.0009),(244075791,0.0022),(232028230,0.0029),(232029809,0.0009),(232029404,0.0007),(231043576,0.0011),(400004546,0.0000),(231041651,0.0000),(232029884,0.0000),(231040565,0.0000)];[(232029862,0.1293),(232029325,0.4320),(231043039,0.0285),(231040822,0.1382),(231040915,0.0952)]
