=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.4;183.0;317.0;174.0;33.962658;6.792533;308.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.4;162.0;292.0;174.0;35.68899;7.137799;304.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.4;166.0;317.0;173.0;33.946457;6.789292;324.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.4;171.0;290.0;176.0;37.418156;7.483631;295.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.4;154.0;305.0;162.0;31.605078;6.321014;313.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.4;166.0;335.0;144.0;33.538113;6.707623;313.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.4;179.0;344.0;167.0;38.602303;7.7204623;332.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.4;168.0;337.0;155.0;35.62176;7.1243515;324.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.4;181.0;354.0;179.0;41.118813;8.22376;352.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.4;182.0;324.0;187.0;36.87375;7.374749;329.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.4;183.0;317.0;174.0;33.962658;6.792533;308.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.4;162.0;292.0;174.0;35.68899;7.137799;304.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.4;166.0;317.0;173.0;33.946457;6.789292;324.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.4;171.0;290.0;176.0;37.418156;7.483631;295.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.4;154.0;305.0;162.0;31.605078;6.321014;313.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.4;166.0;335.0;144.0;33.538113;6.707623;313.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.4;179.0;344.0;167.0;38.602303;7.7204623;332.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.4;168.0;337.0;155.0;35.62176;7.1243515;324.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.4;181.0;354.0;179.0;41.118813;8.22376;352.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.4;182.0;324.0;187.0;36.87375;7.374749;329.0

0;0;HIGHEST_EXPECTED_VALUE;[];[]
0;1;HIGHEST_EXPECTED_VALUE;[];[]
0;2;HIGHEST_EXPECTED_VALUE;[];[]
0;3;HIGHEST_EXPECTED_VALUE;[];[]
0;4;HIGHEST_EXPECTED_VALUE;[];[]
0;5;HIGHEST_EXPECTED_VALUE;[];[]
0;6;HIGHEST_EXPECTED_VALUE;[];[]
0;7;HIGHEST_EXPECTED_VALUE;[];[]
0;8;HIGHEST_EXPECTED_VALUE;[];[]
0;9;HIGHEST_EXPECTED_VALUE;[];[]
1;0;HIGHEST_EXPECTED_VALUE;[];[]
1;1;HIGHEST_EXPECTED_VALUE;[];[]
1;2;HIGHEST_EXPECTED_VALUE;[(231041604,0.1979),(231040264,0.2423),(231042122,0.0978),(231043980,0.1414),(231045916,0.1187),(231043969,0.0563),(231040439,0.0483),(231039686,0.0541),(281000784,0.0895),(231040177,0.0532),(231040728,0.0367),(231040892,0.0520),(231039779,0.0513),(232030216,0.0365),(231043133,0.0486),(231042304,0.0466),(231040579,0.0323),(231043362,0.0175),(231043749,0.0245),(231045344,0.0236),(231045368,0.0227),(232030595,0.0142),(232031887,0.0116),(231045246,0.0149),(231039991,0.0179),(231039951,0.0128),(231043907,0.0160),(231042130,0.0201),(244074619,0.0139),(232031158,0.0088),(232029191,0.0162),(232030107,0.0134),(231042513,0.0114),(244069095,0.0138),(232027783,0.0067),(242002586,0.0046),(231043993,0.0032),(232032256,0.0035),(232029056,0.0034),(232030060,0.0029),(231039859,0.0024),(232028866,0.0006),(232030125,0.0007),(232030352,0.0004),(231043837,0.0002),(232030910,0.0000),(232031461,0.0000),(232031674,0.0000),(232030091,0.0000),(232027615,0.0000)];[(231041604,0.1979),(231040264,0.2423),(231042122,0.0978),(231043980,0.1414),(231045916,0.1187)]
1;3;HIGHEST_EXPECTED_VALUE;[(231041597,0.1045),(231040641,0.1035),(232030736,0.0838),(291025087,0.0840),(231040017,0.0883),(231042378,0.0409),(231044304,0.0517),(231039804,0.0613),(231040284,0.0448),(231041145,0.0283),(231043471,0.0309),(232031668,0.0341),(231042683,0.0329),(232028676,0.0355),(232031962,0.0388),(231045700,0.0326),(231041188,0.0259),(231044838,0.0324),(231039663,0.0180),(231041059,0.0228),(231042052,0.0129),(281000770,0.0214),(231040781,0.0187),(232031765,0.0136),(400003129,0.0169),(232029154,0.0182),(231040914,0.0155),(231042345,0.0133),(232028449,0.0145),(297102874,0.0169),(231043679,0.0108),(242002925,0.0136),(231040478,0.0148),(231041771,0.0125),(232027952,0.0085),(232028052,0.0105),(232032088,0.0087),(232027636,0.0090),(232031507,0.0080),(232028333,0.0103),(232028793,0.0076),(232028848,0.0095),(231045375,0.0080),(232032347,0.0027),(231039643,0.0023),(232028201,0.0019),(231041380,0.0010),(232028642,0.0006),(232029922,0.0003),(232031062,0.0000)];[(231041597,0.1045),(231040641,0.1035),(232030736,0.0838),(291025087,0.0840),(231040017,0.0883)]
1;4;HIGHEST_EXPECTED_VALUE;[(231041636,0.2174),(231044700,0.1726),(231044671,0.1168),(231041045,0.1006),(231043968,0.0724),(231042186,0.1039),(232030257,0.0654),(231045122,0.0473),(231039824,0.0408),(231042541,0.0514),(231042164,0.0431),(231041614,0.0359),(232028672,0.0362),(232028776,0.0267),(231041923,0.0290),(231043039,0.0179),(232029704,0.0329),(232027504,0.0287),(232031364,0.0286),(232028301,0.0305),(235814081,0.0233),(231040167,0.0292),(231042575,0.0183),(232030258,0.0156),(231041144,0.0160),(232030956,0.0194),(232028226,0.0173),(232028393,0.0220),(232027809,0.0168),(231042250,0.0098),(231040611,0.0106),(231040191,0.0128),(232028483,0.0101),(231040937,0.0090),(232027492,0.0055),(231045080,0.0088),(232030878,0.0062),(232029874,0.0071),(232030372,0.0031),(232028901,0.0034),(232028250,0.0027),(232028562,0.0030),(232030625,0.0045),(232028321,0.0027),(232028341,0.0011),(232028799,0.0013),(245018220,0.0007),(232030373,0.0000),(232029403,0.0000),(232031760,0.0000)];[(231041636,0.2174),(231044700,0.1726),(231044671,0.1168),(231041045,0.1006),(231043968,0.0724)]
1;5;HIGHEST_EXPECTED_VALUE;[(231041711,0.4709),(231041981,0.3630),(231045733,0.2515),(231042362,0.1088),(231040454,0.0901),(231039998,0.1320),(231043793,0.1002),(232028871,0.1076),(232030365,0.0557),(231044296,0.0872),(231042102,0.0678),(231040984,0.0444),(232028024,0.0324),(231045595,0.0364),(232030758,0.0492),(232030522,0.0425),(232030552,0.0309),(231042518,0.0452),(232027604,0.0341),(286017195,0.0166),(232027696,0.0188),(231042093,0.0268),(231040016,0.0259),(231041598,0.0308),(232032754,0.0132),(231043799,0.0123),(232030012,0.0160),(400007050,0.0198),(231043582,0.0158),(232028407,0.0111),(231040786,0.0125),(231042281,0.0145),(232028247,0.0112),(231040791,0.0113),(244069095,0.0090),(231040798,0.0103),(297102729,0.0066),(231045152,0.0087),(232028388,0.0067),(231039962,0.0051),(232028797,0.0035),(239014743,0.0022),(231041851,0.0045),(232027476,0.0040),(207009208,0.0028),(231042562,0.0019),(235813770,0.0010),(232029884,0.0000),(232031575,0.0000),(231041882,0.0000)];[(231041711,0.4709),(231041981,0.3630),(231045733,0.2515),(231042362,0.1088),(231040454,0.0901)]
1;6;HIGHEST_EXPECTED_VALUE;[];[]
1;7;HIGHEST_EXPECTED_VALUE;[];[]
1;8;HIGHEST_EXPECTED_VALUE;[(232028306,0.4247),(232030286,0.1826),(231041840,0.3105),(232029812,0.1665),(232028702,0.1405),(231040360,0.1180),(231040473,0.0951),(231045218,0.0752),(231040338,0.0744),(232028021,0.0423),(232028817,0.0582),(231040458,0.0572),(231041574,0.0310),(231043227,0.0508),(232027608,0.0246),(232028814,0.0195),(231043295,0.0183),(231042763,0.0174),(231043649,0.0189),(232030012,0.0128),(232029287,0.0141),(232028849,0.0179),(231041288,0.0102),(231041178,0.0107),(231043531,0.0135),(231040652,0.0092),(232027718,0.0100),(231041443,0.0062),(232030120,0.0079),(232027552,0.0068),(232029300,0.0078),(231044675,0.0081),(232028832,0.0050),(232030087,0.0064),(232031863,0.0027),(242108104,0.0033),(232028230,0.0039),(242107788,0.0027),(231042583,0.0029),(232028350,0.0027),(231039811,0.0013),(244074848,0.0016),(232027548,0.0004),(232029495,0.0003),(242108857,0.0002),(232029275,0.0000),(232029234,0.0000),(232028437,0.0000),(232032224,0.0000),(232028347,0.0000)];[(232028306,0.4247),(232030286,0.1826),(231041840,0.3105),(232029812,0.1665),(232028702,0.1405)]
1;9;HIGHEST_EXPECTED_VALUE;[(231040115,0.3629),(232027493,0.2323),(231040831,0.2069),(232029335,0.0882),(231042602,0.1200),(232032044,0.1507),(231041988,0.1349),(232028811,0.0753),(232027838,0.0632),(231040918,0.0893),(231043542,0.0568),(231042439,0.0457),(232027770,0.0455),(231043139,0.0426),(231042484,0.0358),(231040081,0.0315),(231041677,0.0296),(400002597,0.0443),(232027793,0.0488),(231045148,0.0268),(232029558,0.0285),(232029704,0.0290),(232029049,0.0193),(232028982,0.0243),(231039979,0.0254),(231042155,0.0256),(231040591,0.0247),(232027967,0.0144),(231041615,0.0202),(231040815,0.0169),(232027673,0.0131),(231040478,0.0097),(232032391,0.0077),(232031671,0.0070),(232028161,0.0098),(232028857,0.0087),(232028472,0.0059),(232028296,0.0031),(232030834,0.0030),(232029990,0.0038),(231043519,0.0028),(232028327,0.0030),(232028350,0.0019),(232031735,0.0010),(232028360,0.0008),(236002418,0.0005),(232028995,0.0004),(232032155,0.0001),(231042949,0.0000),(232030371,0.0000)];[(231040115,0.3629),(232027493,0.2323),(231040831,0.2069),(232029335,0.0882),(231042602,0.1200)]
2;0;HIGHEST_EXPECTED_VALUE;[(231040326,0.1211),(232028210,0.1055),(232029246,0.1090),(232031025,0.0468),(231041903,0.0425),(231043418,0.0476),(231045138,0.0340),(231043233,0.0583),(231041165,0.0341),(232028206,0.0371),(232030786,0.0256),(231043165,0.0375),(231041263,0.0273),(232028599,0.0266),(231041587,0.0308),(232028923,0.0283),(232027674,0.0205),(232027692,0.0116),(231043157,0.0215),(232031304,0.0165),(232029963,0.0130),(231045206,0.0114),(231039660,0.0179),(231044317,0.0094),(232028964,0.0089),(232031329,0.0115),(248018990,0.0078),(231042318,0.0054),(231040547,0.0068),(232029095,0.0082),(231042007,0.0045),(232030571,0.0051),(232028258,0.0049),(231040124,0.0035),(244075445,0.0035),(232032679,0.0048),(232031833,0.0045),(231043074,0.0032),(232032169,0.0026),(232027936,0.0015),(232032128,0.0011),(242002703,0.0013),(232032331,0.0010),(232031377,0.0006),(232032155,0.0001),(232031542,0.0000),(232028477,0.0000),(231042871,0.0000),(231041882,0.0000),(231041933,0.0000)];[(231040326,0.1211),(232028210,0.1055),(232029246,0.1090),(232031025,0.0468),(231041903,0.0425)]
