=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.4;181.0;331.0;169.0;36.266346;7.2532697;319.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.4;166.0;313.0;173.0;34.743385;6.948677;320.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.4;170.0;340.0;182.0;36.93479;7.386957;352.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.4;164.0;318.0;178.0;32.011913;6.402382;332.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.4;175.0;321.0;171.0;33.50198;6.7003965;317.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.4;171.0;331.0;157.0;32.49347;6.498694;317.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.4;179.0;346.0;165.0;35.59801;7.1195993;332.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.4;167.0;319.0;168.0;34.333347;6.866668;320.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.4;166.0;317.0;187.0;36.361225;7.272244;338.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.4;157.0;319.0;170.0;29.152979;5.8305945;332.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.4;181.0;331.0;169.0;36.266346;7.2532697;319.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.4;164.0;309.0;168.0;34.59643;6.9192863;313.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.4;169.0;335.0;179.0;36.759163;7.351832;345.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.4;164.0;318.0;178.0;32.011913;6.402382;332.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.4;172.0;315.0;171.0;32.964725;6.5929456;314.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.4;171.0;331.0;157.0;32.49347;6.498694;317.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.4;179.0;346.0;165.0;35.59801;7.1195993;332.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.4;164.0;314.0;165.0;33.942665;6.7885323;315.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.4;164.0;310.0;185.0;35.257282;7.0514555;331.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.4;157.0;319.0;170.0;29.152979;5.8305945;332.0

0;0;HIGHEST_EXPECTED_VALUE;[];[]
0;1;HIGHEST_EXPECTED_VALUE;[];[]
0;2;HIGHEST_EXPECTED_VALUE;[];[]
0;3;HIGHEST_EXPECTED_VALUE;[];[]
0;4;HIGHEST_EXPECTED_VALUE;[];[]
0;5;HIGHEST_EXPECTED_VALUE;[];[]
0;6;HIGHEST_EXPECTED_VALUE;[];[]
0;7;HIGHEST_EXPECTED_VALUE;[];[]
0;8;HIGHEST_EXPECTED_VALUE;[];[]
0;9;HIGHEST_EXPECTED_VALUE;[];[]
1;0;HIGHEST_EXPECTED_VALUE;[(232030049,0.1943),(231041886,0.1985),(231042071,0.2164),(231042687,0.1599),(231043022,0.1490),(231045778,0.1251),(231042688,0.0664),(231043995,0.1118),(231039831,0.0534),(231040347,0.0531),(231039783,0.0603),(231039804,0.0501),(232029402,0.0330),(232029886,0.0290),(231041340,0.0449),(232029957,0.0458),(231040987,0.0373),(231045543,0.0206),(232027751,0.0187),(231042957,0.0165),(231043401,0.0243),(232028022,0.0175),(232028784,0.0183),(231043959,0.0164),(231040551,0.0197),(231041669,0.0096),(232028456,0.0077),(232031283,0.0136),(231043546,0.0126),(232027718,0.0116),(231042341,0.0097),(231041798,0.0060),(232031690,0.0093),(232030217,0.0092),(232028349,0.0041),(232032553,0.0037),(231040476,0.0067),(400005804,0.0058),(232030551,0.0032),(232028820,0.0044),(232028098,0.0020),(232028508,0.0017),(231040922,0.0019),(232028200,0.0013),(232029126,0.0007),(286019645,0.0006),(232028596,0.0000),(232028019,0.0000),(232031850,0.0000)];[(232030049,0.1943),(231041886,0.1985),(231042071,0.2164),(231042687,0.1599),(231043022,0.1490)]
1;1;HIGHEST_EXPECTED_VALUE;[];[]
1;2;HIGHEST_EXPECTED_VALUE;[(231040521,0.4543),(232027860,0.2062),(231045784,0.2276),(231040090,0.1458),(231044079,0.1216),(231043750,0.0696),(232027725,0.0776),(231040177,0.0793),(232029840,0.0869),(231040942,0.0477),(232027982,0.0687),(286018636,0.0552),(232029624,0.0327),(232028625,0.0296),(231045741,0.0246),(231040696,0.0203),(231040642,0.0395),(231040084,0.0302),(231043231,0.0239),(231040699,0.0328),(232029110,0.0221),(261001886,0.0272),(231039695,0.0263),(232030937,0.0119),(232031343,0.0115),(232031319,0.0144),(231042824,0.0191),(231042092,0.0208),(232028712,0.0103),(232031915,0.0116),(232028377,0.0074),(232027883,0.0065),(231040793,0.0053),(232032679,0.0036),(232029757,0.0051),(232028060,0.0043),(232027901,0.0036),(232028838,0.0024),(244075791,0.0029),(231043186,0.0011),(232028508,0.0015),(232032321,0.0008),(232027863,0.0007),(245017889,0.0005),(232031016,0.0008),(232028302,0.0003),(232032190,0.0000),(232030616,0.0000),(231040226,0.0000),(232030425,0.0000)];[(231040521,0.4543),(232027860,0.2062),(231045784,0.2276),(231040090,0.1458),(231044079,0.1216)]
1;3;HIGHEST_EXPECTED_VALUE;[];[]
1;4;HIGHEST_EXPECTED_VALUE;[];[]
1;5;HIGHEST_EXPECTED_VALUE;[(231040522,0.3750),(231042814,0.2356),(231043944,0.1132),(231040749,0.0962),(231040850,0.0828),(231041793,0.0734),(231042103,0.1166),(231045174,0.1152),(231042455,0.1005),(231043900,0.0457),(231039835,0.0895),(231041576,0.0734),(231041300,0.0351),(231042484,0.0558),(231043490,0.0443),(232029344,0.0329),(232029308,0.0221),(232027918,0.0401),(232030939,0.0337),(231042718,0.0278),(231044516,0.0158),(231044300,0.0311),(231041243,0.0270),(232030438,0.0189),(232030277,0.0178),(231045783,0.0191),(231040709,0.0215),(231041377,0.0107),(232028077,0.0219),(231040613,0.0132),(232029360,0.0072),(232029576,0.0092),(232028572,0.0074),(232028603,0.0074),(232029911,0.0041),(231043045,0.0057),(232031833,0.0041),(231041596,0.0026),(232030822,0.0019),(232031256,0.0017),(232029766,0.0029),(235813456,0.0015),(232031196,0.0018),(232029092,0.0013),(231040441,0.0008),(232031874,0.0000),(232028880,0.0000),(232031544,0.0000),(232030132,0.0000),(231040742,0.0000)];[(231040522,0.3750),(231042814,0.2356),(231043944,0.1132),(231040749,0.0962),(231040850,0.0828)]
1;6;HIGHEST_EXPECTED_VALUE;[];[]
1;7;HIGHEST_EXPECTED_VALUE;[(231043958,0.4674),(231042204,0.2873),(231039736,0.1459),(231040245,0.0894),(232028873,0.0743),(231044635,0.0728),(231043061,0.0656),(232027691,0.0766),(231042075,0.0711),(232030306,0.0848),(231043876,0.0433),(231039920,0.0401),(231040678,0.0409),(231041033,0.0292),(231041165,0.0320),(232028645,0.0283),(231040979,0.0219),(232027789,0.0394),(231042774,0.0338),(232029075,0.0376),(231040964,0.0154),(231044334,0.0153),(232029654,0.0335),(231043119,0.0205),(231045513,0.0214),(232030438,0.0213),(232029951,0.0159),(232028640,0.0203),(232029018,0.0148),(232030151,0.0220),(231040159,0.0099),(232027642,0.0135),(232027492,0.0106),(232031747,0.0099),(232029298,0.0070),(232030541,0.0064),(242108724,0.0075),(232027550,0.0038),(231041851,0.0034),(239016078,0.0021),(231043068,0.0029),(232032329,0.0023),(232029202,0.0026),(232032252,0.0023),(232029663,0.0012),(232027792,0.0008),(231040102,0.0000),(231043130,0.0000),(232032618,0.0000),(231039707,0.0000)];[(231043958,0.4674),(231042204,0.2873),(231039736,0.1459),(231040245,0.0894),(232028873,0.0743)]
1;8;HIGHEST_EXPECTED_VALUE;[];[]
1;9;HIGHEST_EXPECTED_VALUE;[];[]
2;0;HIGHEST_EXPECTED_VALUE;[(232030049,0.2654),(231041886,0.2599),(231045778,0.1248),(231042688,0.0758),(231043995,0.0813),(231039831,0.0951),(231040347,0.0356),(231039783,0.0503),(231039804,0.0619),(231039891,0.0411),(232029402,0.0410),(232029886,0.0483),(231041340,0.0446),(232029957,0.0220),(231040987,0.0454),(231045543,0.0243),(232027751,0.0328),(231042957,0.0296),(231040615,0.0154),(231043401,0.0278),(232028022,0.0243),(232028784,0.0106),(231040049,0.0129),(231040551,0.0101),(231041669,0.0170),(232028456,0.0076),(232031283,0.0085),(231043546,0.0077),(232027718,0.0110),(232031875,0.0088),(231043986,0.0056),(231041798,0.0056),(232031690,0.0043),(232030217,0.0049),(231045375,0.0057),(232028349,0.0043),(232032553,0.0080),(231040476,0.0040),(400005804,0.0046),(232030551,0.0038),(232028820,0.0033),(232028098,0.0019),(232028508,0.0018),(231040922,0.0009),(232028200,0.0009),(232029126,0.0007),(232028596,0.0000),(232028019,0.0000),(232031850,0.0000)];[(232030049,0.2654),(231041886,0.2599),(231045778,0.1248),(231042688,0.0758),(231043995,0.0813)]
2;1;HIGHEST_EXPECTED_VALUE;[(231041163,0.3497),(231040623,0.1841),(231041597,0.2253),(232031287,0.1832),(231040118,0.0600),(231040905,0.1004),(207009215,0.0594),(231040512,0.0644),(231043261,0.0484),(232032313,0.0258),(231041731,0.0461),(231045852,0.0340),(231041677,0.0453),(231043744,0.0314),(232030601,0.0251),(231040932,0.0323),(231044693,0.0235),(232030254,0.0308),(231040429,0.0250),(231042354,0.0251),(231039851,0.0233),(231041059,0.0146),(231040392,0.0186),(231040917,0.0123),(231039770,0.0139),(231044394,0.0186),(232031837,0.0109),(232031311,0.0173),(231045896,0.0160),(231043614,0.0091),(232028885,0.0133),(232028729,0.0072),(242108403,0.0080),(231043503,0.0092),(400006871,0.0084),(232029610,0.0068),(232030541,0.0094),(232031940,0.0039),(231043256,0.0084),(231042883,0.0039),(232032283,0.0029),(232029012,0.0023),(242002966,0.0014),(231042562,0.0019),(235814846,0.0010),(400001048,0.0008),(232031539,0.0000),(231041046,0.0000),(232028833,0.0000),(231040407,0.0000)];[(231041163,0.3497),(231040623,0.1841),(231041597,0.2253),(232031287,0.1832),(231040118,0.0600)]
