=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.1;165.0;315.0;161.0;35.62522;7.1250443;311.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.1;185.0;348.0;172.0;34.89942;6.979885;335.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.1;156.0;313.0;134.0;30.805593;6.161119;291.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.1;161.0;307.0;183.0;32.118134;6.4236283;329.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.1;186.0;329.0;188.0;38.372704;7.6745396;331.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.1;164.0;327.0;175.0;35.308895;7.0617785;338.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.1;174.0;332.0;154.0;36.55804;7.311606;312.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.1;169.0;309.0;157.0;30.115572;6.0231123;297.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.1;157.0;299.0;167.0;30.31254;6.0625076;309.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.1;182.0;327.0;178.0;33.03196;6.606392;323.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.1;165.0;315.0;161.0;35.62522;7.1250443;311.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.1;185.0;348.0;172.0;34.89942;6.979885;335.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.1;156.0;313.0;134.0;30.805593;6.161119;291.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.1;161.0;307.0;183.0;32.118134;6.4236283;329.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.1;186.0;329.0;188.0;38.372704;7.6745396;331.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.1;164.0;327.0;175.0;35.308895;7.0617785;338.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.1;174.0;332.0;154.0;36.55804;7.311606;312.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.1;169.0;309.0;157.0;30.115572;6.0231123;297.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.1;157.0;299.0;167.0;30.31254;6.0625076;309.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.1;182.0;327.0;178.0;33.03196;6.606392;323.0

0;0;HIGHEST_EXPECTED_VALUE;[];[]
0;1;HIGHEST_EXPECTED_VALUE;[];[]
0;2;HIGHEST_EXPECTED_VALUE;[];[]
0;3;HIGHEST_EXPECTED_VALUE;[];[]
0;4;HIGHEST_EXPECTED_VALUE;[];[]
0;5;HIGHEST_EXPECTED_VALUE;[];[]
0;6;HIGHEST_EXPECTED_VALUE;[];[]
0;7;HIGHEST_EXPECTED_VALUE;[];[]
0;8;HIGHEST_EXPECTED_VALUE;[];[]
0;9;HIGHEST_EXPECTED_VALUE;[];[]
1;0;HIGHEST_EXPECTED_VALUE;[(231041981,0.3335),(231044700,0.1372),(231040454,0.1320),(231041045,0.0899),(231042186,0.0889),(232030257,0.0729),(231040984,0.0659),(232028024,0.0552),(231039824,0.0481),(231040855,0.0490),(232028776,0.0331),(231043039,0.0238),(232029704,0.0237),(232027504,0.0264),(232031364,0.0248),(232028301,0.0268),(235814081,0.0222),(231040167,0.0231),(231042575,0.0204),(232032754,0.0198),(231043799,0.0176),(232030956,0.0157),(232028226,0.0177),(232028393,0.0146),(232028224,0.0160),(232027809,0.0170),(231042250,0.0150),(231040611,0.0148),(231040786,0.0145),(231040191,0.0124),(232028247,0.0119),(231040937,0.0095),(232027492,0.0086),(231045080,0.0090),(232029874,0.0076),(232028388,0.0063),(232030372,0.0050),(232028901,0.0048),(232028562,0.0042),(239014743,0.0034),(232030625,0.0038),(207009208,0.0025),(232028321,0.0022),(232028341,0.0015),(232028799,0.0016),(235813770,0.0010),(232027576,0.0000),(232030373,0.0000),(232029403,0.0000),(232031760,0.0000)];[(231041981,0.3335),(231044700,0.1372),(231040454,0.1320),(231041045,0.0899),(231042186,0.0889)]
1;1;HIGHEST_EXPECTED_VALUE;[];[]
1;2;HIGHEST_EXPECTED_VALUE;[];[]
1;3;HIGHEST_EXPECTED_VALUE;[(232027493,0.3728),(231041604,0.2512),(231040264,0.1787),(231042122,0.1393),(231043980,0.1067),(231043969,0.0906),(232028811,0.0932),(231039686,0.0789),(281000784,0.0702),(231040177,0.0686),(231040892,0.0525),(232027770,0.0472),(231039779,0.0551),(232030216,0.0392),(231040081,0.0379),(400002597,0.0402),(231042304,0.0350),(231040579,0.0268),(231043362,0.0242),(231043749,0.0251),(231045344,0.0228),(232028982,0.0242),(231039979,0.0248),(231045368,0.0211),(232031887,0.0162),(231045246,0.0142),(231039991,0.0170),(231039951,0.0162),(231042130,0.0148),(244074619,0.0142),(232031158,0.0143),(232030107,0.0113),(231042513,0.0108),(244069095,0.0099),(232028857,0.0076),(242002586,0.0055),(231043993,0.0045),(232030834,0.0038),(232032256,0.0031),(232029990,0.0030),(232030060,0.0029),(231043519,0.0026),(231039859,0.0023),(232031735,0.0011),(232030125,0.0007),(232030352,0.0006),(232030910,0.0000),(232031461,0.0000),(232031674,0.0000),(232030091,0.0000)];[(232027493,0.3728),(231041604,0.2512),(231040264,0.1787),(231042122,0.1393),(231043980,0.1067)]
1;4;HIGHEST_EXPECTED_VALUE;[];[]
1;5;HIGHEST_EXPECTED_VALUE;[(231041711,0.5233),(231045733,0.2548),(231042362,0.1646),(231039998,0.1311),(231043793,0.1131),(232028871,0.0920),(232030365,0.0924),(231044296,0.0680),(231042528,0.0721),(231042102,0.0676),(231045595,0.0435),(231044374,0.0470),(232030758,0.0393),(232030522,0.0394),(232030552,0.0366),(231042518,0.0356),(232027604,0.0305),(286017195,0.0269),(232027696,0.0227),(232028529,0.0247),(231043749,0.0244),(231042093,0.0224),(231040016,0.0245),(231041554,0.0213),(231041598,0.0242),(232030012,0.0159),(400007050,0.0156),(231043582,0.0165),(231044004,0.0146),(232028407,0.0145),(232027521,0.0164),(231039746,0.0155),(231042877,0.0143),(231042281,0.0122),(231040791,0.0116),(244069095,0.0100),(231040798,0.0084),(297102729,0.0082),(231045152,0.0076),(231039962,0.0052),(232028797,0.0048),(232030536,0.0041),(231041851,0.0032),(400010219,0.0031),(232027476,0.0031),(245017889,0.0008),(232029504,0.0007),(232029884,0.0000),(232031575,0.0000),(231041882,0.0000)];[(231041711,0.5233),(231045733,0.2548),(231042362,0.1646),(231039998,0.1311),(231043793,0.1131)]
1;6;HIGHEST_EXPECTED_VALUE;[(231041636,0.2963),(231041840,0.2813),(232029812,0.1759),(232028702,0.1296),(231040360,0.1289),(231044671,0.0807),(231043968,0.0798),(231045218,0.0835),(231045122,0.0675),(231040338,0.0542),(232028021,0.0533),(231040458,0.0494),(231042541,0.0443),(231042164,0.0427),(231041574,0.0458),(231041614,0.0416),(231043227,0.0345),(232027608,0.0317),(232028672,0.0350),(231041923,0.0314),(232028814,0.0244),(231043295,0.0267),(231042763,0.0203),(231043649,0.0192),(232030258,0.0178),(231041144,0.0158),(232029287,0.0171),(232028849,0.0135),(231041288,0.0120),(231041178,0.0118),(231043531,0.0104),(232028483,0.0099),(231040652,0.0105),(232027718,0.0088),(232030878,0.0084),(232030120,0.0071),(232027552,0.0071),(231044675,0.0061),(232030087,0.0055),(232028250,0.0046),(232031863,0.0038),(242108104,0.0032),(242107788,0.0030),(231042583,0.0020),(231039811,0.0017),(244074848,0.0016),(232027548,0.0006),(245018220,0.0005),(232029275,0.0000),(232029234,0.0000)];[(231041636,0.2963),(231041840,0.2813),(232029812,0.1759),(232028702,0.1296),(231040360,0.1289)]
1;7;HIGHEST_EXPECTED_VALUE;[(231043224,0.4287),(231040115,0.4279),(231040831,0.2339),(232029335,0.1503),(231042602,0.1421),(232032044,0.1293),(231041988,0.1158),(231042274,0.0885),(231042069,0.0833),(232027838,0.0870),(231040918,0.0856),(231043542,0.0653),(231042439,0.0570),(231043139,0.0498),(231042484,0.0406),(231041677,0.0410),(232027793,0.0338),(231041752,0.0361),(231045148,0.0247),(232029558,0.0266),(232029704,0.0272),(232029049,0.0236),(231042155,0.0266),(231040591,0.0259),(232027967,0.0221),(231041615,0.0167),(231040815,0.0168),(232027673,0.0165),(231040478,0.0121),(232032391,0.0068),(232031671,0.0076),(232028161,0.0067),(232030278,0.0066),(232028472,0.0050),(232028296,0.0033),(232030101,0.0036),(232032494,0.0024),(232028327,0.0021),(232027749,0.0020),(232028350,0.0020),(232028059,0.0016),(232029809,0.0012),(231044820,0.0010),(232028360,0.0009),(232031490,0.0011),(236002418,0.0007),(232028995,0.0004),(232032155,0.0001),(231042949,0.0000),(232030371,0.0000)];[(231043224,0.4287),(231040115,0.4279),(231040831,0.2339),(232029335,0.1503),(231042602,0.1421)]
1;8;HIGHEST_EXPECTED_VALUE;[(231042581,0.4688),(231040641,0.1232),(232030736,0.0933),(291025087,0.0927),(231040017,0.0810),(231043223,0.0672),(231042378,0.0534),(231044304,0.0529),(231039804,0.0491),(231040284,0.0404),(231041145,0.0388),(232029702,0.0389),(231040803,0.0360),(232031668,0.0307),(232031962,0.0331),(231044462,0.0268),(231041188,0.0250),(231044838,0.0226),(231039663,0.0203),(232030586,0.0182),(231042052,0.0177),(281000770,0.0169),(231040781,0.0183),(232031765,0.0177),(400003129,0.0145),(232029154,0.0154),(231042345,0.0172),(232028449,0.0168),(297102874,0.0163),(231043679,0.0130),(242002925,0.0122),(231040478,0.0120),(231041771,0.0118),(232028966,0.0099),(232031400,0.0099),(231042276,0.0084),(232032088,0.0089),(232027636,0.0091),(232031507,0.0077),(231041150,0.0066),(232028793,0.0072),(231045375,0.0071),(232029021,0.0043),(232028562,0.0036),(232032203,0.0034),(232028755,0.0027),(232032347,0.0023),(231039643,0.0017),(231041380,0.0014),(232028642,0.0008)];[(231042581,0.4688),(231040641,0.1232),(232030736,0.0933),(291025087,0.0927),(231040017,0.0810)]
1;9;HIGHEST_EXPECTED_VALUE;[];[]
2;0;HIGHEST_EXPECTED_VALUE;[(231041981,0.3283),(231039960,0.1869),(231044635,0.0890),(231042186,0.0763),(231040844,0.0739),(231040984,0.0654),(232028024,0.0504),(231040855,0.0536),(232028776,0.0326),(231043039,0.0282),(232029704,0.0278),(232027504,0.0225),(232031364,0.0242),(232028301,0.0257),(235814081,0.0223),(231040167,0.0236),(231042575,0.0174),(232032754,0.0186),(231043799,0.0207),(232030956,0.0160),(232028226,0.0172),(231045105,0.0172),(232028393,0.0164),(231040838,0.0163),(232028224,0.0164),(232027809,0.0151),(231042250,0.0146),(231040611,0.0139),(231040786,0.0121),(231040191,0.0124),(232028247,0.0111),(231040937,0.0108),(232027492,0.0095),(231045080,0.0095),(232029874,0.0068),(232028388,0.0070),(232030372,0.0052),(232028901,0.0051),(231043993,0.0048),(232028562,0.0036),(232030625,0.0036),(207009208,0.0027),(232028321,0.0023),(232027466,0.0017),(232028341,0.0017),(232028799,0.0017),(235813770,0.0009),(232030373,0.0000),(232029403,0.0000),(232031760,0.0000)];[(231041981,0.3283),(231039960,0.1869),(231044635,0.0890),(231042186,0.0763),(231040844,0.0739)]
