=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.1;154.0;303.0;161.0;31.51558;6.303115;310.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.1;180.0;332.0;179.0;34.229683;6.845939;331.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.1;177.0;349.0;177.0;32.6606;6.5321198;349.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.1;175.0;337.0;156.0;35.99711;7.1994214;318.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.1;169.0;331.0;159.0;31.040789;6.2081585;321.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.1;179.0;322.0;169.0;31.953081;6.3906164;312.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.1;168.0;338.0;181.0;33.366215;6.673242;351.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.1;188.0;362.0;170.0;34.752247;6.9504466;344.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.1;165.0;356.0;170.0;30.528576;6.1057153;361.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.1;154.0;316.0;168.0;32.660522;6.532104;330.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;HIGHEST_EXPECTED_VALUE;0.1;152.0;301.0;158.0;31.393715;6.2787423;307.0
1;1.0;HIGHEST_EXPECTED_VALUE;0.1;179.0;328.0;176.0;33.695633;6.739129;325.0
2;1.0;HIGHEST_EXPECTED_VALUE;0.1;177.0;349.0;177.0;32.6606;6.5321198;349.0
3;1.0;HIGHEST_EXPECTED_VALUE;0.1;173.0;334.0;151.0;35.502483;7.100497;312.0
4;1.0;HIGHEST_EXPECTED_VALUE;0.1;168.0;327.0;158.0;30.721792;6.144359;317.0
5;1.0;HIGHEST_EXPECTED_VALUE;0.1;177.0;317.0;166.0;31.726627;6.3453255;306.0
6;1.0;HIGHEST_EXPECTED_VALUE;0.1;167.0;333.0;180.0;33.100983;6.6201954;346.0
7;1.0;HIGHEST_EXPECTED_VALUE;0.1;188.0;362.0;170.0;34.752247;6.9504466;344.0
8;1.0;HIGHEST_EXPECTED_VALUE;0.1;162.0;352.0;165.0;29.732878;5.9465756;355.0
9;1.0;HIGHEST_EXPECTED_VALUE;0.1;153.0;312.0;166.0;32.484894;6.4969788;325.0

0;0;HIGHEST_EXPECTED_VALUE;[];[]
0;1;HIGHEST_EXPECTED_VALUE;[];[]
0;2;HIGHEST_EXPECTED_VALUE;[];[]
0;3;HIGHEST_EXPECTED_VALUE;[];[]
0;4;HIGHEST_EXPECTED_VALUE;[];[]
0;5;HIGHEST_EXPECTED_VALUE;[];[]
0;6;HIGHEST_EXPECTED_VALUE;[];[]
0;7;HIGHEST_EXPECTED_VALUE;[];[]
0;8;HIGHEST_EXPECTED_VALUE;[];[]
0;9;HIGHEST_EXPECTED_VALUE;[];[]
1;0;HIGHEST_EXPECTED_VALUE;[(231039731,0.2753),(231043326,0.1285),(231045418,0.1323),(231039797,0.1015),(232028811,0.0885),(232028643,0.0789),(231041761,0.0924),(231042055,0.0901),(231040658,0.0883),(231043991,0.0614),(231040573,0.0469),(231040332,0.0349),(232027789,0.0342),(232031207,0.0356),(231044792,0.0297),(231040344,0.0230),(231039834,0.0266),(231040765,0.0258),(231044848,0.0223),(232029049,0.0262),(231041036,0.0227),(232028425,0.0175),(231041210,0.0183),(232028528,0.0156),(231041534,0.0156),(232027512,0.0154),(400008448,0.0153),(231040123,0.0158),(242109583,0.0103),(231045305,0.0095),(400000398,0.0091),(232027472,0.0072),(232030255,0.0068),(232029874,0.0070),(232030417,0.0063),(232032434,0.0038),(232030560,0.0037),(232032425,0.0029),(232030401,0.0030),(232031478,0.0029),(231041372,0.0027),(235813456,0.0020),(232030501,0.0015),(400007059,0.0014),(232031835,0.0008),(232030575,0.0000),(232030517,0.0000),(231043443,0.0000),(232030706,0.0000)];[(231039731,0.2753),(231043326,0.1285),(231045418,0.1323),(231039797,0.1015)]
1;1;HIGHEST_EXPECTED_VALUE;[(231044602,0.4574),(231041904,0.1940),(231041411,0.1250),(232030745,0.1071),(231040419,0.0806),(400000572,0.0869),(231043194,0.0740),(261001945,0.0771),(231043266,0.0671),(231040712,0.0555),(232029694,0.0388),(231042959,0.0346),(231041217,0.0342),(231041179,0.0365),(231040376,0.0307),(232027956,0.0281),(232031619,0.0268),(231042720,0.0253),(231042775,0.0230),(231042532,0.0144),(231040041,0.0174),(231039886,0.0163),(231045663,0.0150),(231041805,0.0141),(231044317,0.0131),(231045163,0.0091),(231041714,0.0072),(232028604,0.0059),(231040206,0.0058),(232030110,0.0055),(231042507,0.0046),(231043209,0.0050),(231040005,0.0046),(242108424,0.0043),(232031036,0.0040),(231042457,0.0038),(232030551,0.0033),(232028060,0.0034),(232030186,0.0032),(232031960,0.0028),(232030200,0.0019),(232029017,0.0008),(242003105,0.0009),(232027726,0.0008),(232028238,0.0000),(400010549,0.0000),(232030616,0.0000),(232032645,0.0000),(231044717,0.0000),(232031730,0.0000)];[(231044602,0.4574),(231041904,0.1940),(231041411,0.1250),(232030745,0.1071),(231040419,0.0806)]
1;2;HIGHEST_EXPECTED_VALUE;[(400007678,0.2469),(231039721,0.1961),(232028589,0.1639),(231041490,0.1133),(231041360,0.1124),(231043319,0.0984),(232031204,0.0886),(231040447,0.0913),(231040455,0.0851),(231039910,0.0817),(232028602,0.0858),(231039831,0.0662),(231045307,0.0564),(231043310,0.0520),(231040560,0.0484),(232027806,0.0426),(232029772,0.0347),(232028672,0.0340),(231040853,0.0322),(232028517,0.0293),(231040932,0.0264),(231042866,0.0242),(231043783,0.0245),(231044799,0.0237),(232032305,0.0236),(231043046,0.0162),(231045676,0.0149),(231043581,0.0168),(231041935,0.0159),(231040385,0.0133),(232029179,0.0131),(232030162,0.0116),(232027945,0.0115),(244075690,0.0111),(232028442,0.0105),(231040303,0.0083),(231039983,0.0086),(231041506,0.0074),(232028468,0.0072),(231042701,0.0067),(232027549,0.0057),(286019173,0.0056),(232028108,0.0027),(242003228,0.0030),(232028756,0.0018),(400007856,0.0013),(400007933,0.0013),(232032500,0.0011),(232027662,0.0008),(231043180,0.0000)];[(400007678,0.2469),(231039721,0.1961),(232028589,0.1639),(231041490,0.1133),(231041360,0.1124)]
1;3;HIGHEST_EXPECTED_VALUE;[(231041636,0.2668),(232029817,0.2572),(231042223,0.1572),(232028293,0.1576),(231039910,0.0888),(232028602,0.0912),(231039836,0.0690),(231045030,0.0479),(232028009,0.0481),(231041731,0.0389),(232027511,0.0400),(242109333,0.0389),(231042257,0.0327),(231040376,0.0319),(231043841,0.0303),(231041174,0.0247),(232029530,0.0237),(231045538,0.0268),(231042736,0.0255),(231042725,0.0231),(232027967,0.0197),(232030956,0.0169),(231040532,0.0149),(232027483,0.0147),(231040967,0.0167),(232029760,0.0170),(232027832,0.0153),(231042639,0.0125),(232031232,0.0125),(232028726,0.0128),(232027872,0.0100),(232030152,0.0073),(232031969,0.0078),(232030899,0.0071),(242002671,0.0048),(231039869,0.0044),(232031069,0.0036),(232029588,0.0032),(231040046,0.0027),(232027909,0.0026),(400007099,0.0020),(291033928,0.0012),(286016808,0.0011),(232031233,0.0008),(232032432,0.0006),(232028595,0.0000),(232031913,0.0000),(232028876,0.0000),(231040013,0.0000),(232030440,0.0000)];[(231041636,0.2668),(232029817,0.2572),(231042223,0.1572),(232028293,0.1576),(231039910,0.0888)]
1;4;HIGHEST_EXPECTED_VALUE;[(232029097,0.2283),(231045084,0.1610),(231040268,0.1227),(231040944,0.0936),(231043337,0.0899),(231040660,0.0880),(232028283,0.0675),(232029211,0.0659),(232028264,0.0619),(232031231,0.0628),(231040728,0.0596),(231040347,0.0612),(231042496,0.0607),(232031108,0.0462),(231045232,0.0427),(231041328,0.0450),(231040816,0.0417),(232031330,0.0401),(231042536,0.0398),(231040331,0.0335),(231042167,0.0374),(232029439,0.0302),(231040896,0.0249),(231042090,0.0255),(232030967,0.0219),(232031261,0.0196),(231042355,0.0209),(232027856,0.0164),(232028941,0.0168),(232027784,0.0146),(232029453,0.0145),(231041660,0.0138),(231042651,0.0112),(231040471,0.0108),(232028895,0.0109),(231043589,0.0096),(231045305,0.0096),(248016771,0.0067),(400000963,0.0075),(244070873,0.0067),(231044161,0.0069),(232028496,0.0051),(242109280,0.0034),(242108581,0.0018),(232029239,0.0018),(231039782,0.0017),(232028125,0.0008),(232031708,0.0002),(232030832,0.0000),(232031462,0.0000)];[(232029097,0.2283),(231045084,0.1610),(231040268,0.1227),(231040944,0.0936),(231043337,0.0899)]
1;5;HIGHEST_EXPECTED_VALUE;[(231045415,0.5196),(231042522,0.2687),(231042121,0.2396),(231043434,0.2483),(231044700,0.1555),(231041434,0.1384),(231041884,0.1103),(231039926,0.0883),(231041049,0.0667),(232030185,0.0538),(231043143,0.0500),(400010030,0.0544),(232031330,0.0410),(232028708,0.0361),(231041165,0.0339),(231040570,0.0323),(232027609,0.0317),(231043566,0.0287),(232031101,0.0261),(232030481,0.0249),(231041826,0.0253),(231044838,0.0221),(231041243,0.0240),(232029232,0.0180),(261001883,0.0168),(232028566,0.0149),(231041843,0.0145),(232029077,0.0109),(231041104,0.0114),(242003431,0.0066),(232031106,0.0063),(231041443,0.0072),(231042701,0.0070),(232030731,0.0062),(281000967,0.0064),(231041526,0.0048),(231040849,0.0054),(232031498,0.0040),(232032736,0.0037),(232029588,0.0029),(400007044,0.0017),(231041299,0.0016),(232031031,0.0017),(231042374,0.0013),(232028200,0.0014),(231040275,0.0005),(232032662,0.0000),(232028970,0.0000),(232029807,0.0000),(232032229,0.0000)];[(231045415,0.5196),(231042522,0.2687),(231042121,0.2396),(231043434,0.2483),(231044700,0.1555)]
1;6;HIGHEST_EXPECTED_VALUE;[(231040885,0.4385),(231042215,0.2177),(231043437,0.1866),(232028020,0.1678),(232030178,0.1795),(231045339,0.1077),(231043980,0.1071),(232029165,0.0898),(231041994,0.0891),(231040918,0.0943),(231043831,0.0927),(231043125,0.0699),(231044735,0.0694),(232029933,0.0475),(232031465,0.0459),(400009319,0.0417),(232027713,0.0406),(231043650,0.0355),(231042916,0.0280),(232028860,0.0248),(231043228,0.0246),(231043797,0.0245),(231040297,0.0257),(231040536,0.0249),(232030883,0.0224),(231041037,0.0204),(232030012,0.0179),(231044782,0.0153),(232028910,0.0168),(232027451,0.0142),(231042790,0.0171),(231041288,0.0134),(232029920,0.0109),(232028052,0.0087),(232030873,0.0096),(231043923,0.0080),(232030987,0.0080),(244068568,0.0066),(231041102,0.0071),(231040026,0.0045),(231042457,0.0038),(231039687,0.0033),(232030181,0.0032),(232028097,0.0029),(232030404,0.0012),(281000964,0.0011),(232028192,0.0009),(232029148,0.0007),(232031462,0.0000),(232028238,0.0000)];[(231040885,0.4385),(231042215,0.2177),(231043437,0.1866),(232028020,0.1678),(232030178,0.1795)]
