=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_CONV_PROB;0.3;161.0;320.0;168.0;14.841921;2.9683836;327.0
1;1.0;PROB_CONV_PROB;0.3;169.0;319.0;185.0;16.42166;3.2843318;335.0
2;1.0;PROB_CONV_PROB;0.3;175.0;347.0;175.0;18.472124;3.6944253;347.0
3;1.0;PROB_CONV_PROB;0.3;150.0;308.0;165.0;12.649489;2.529898;323.0
4;1.0;PROB_CONV_PROB;0.3;171.0;331.0;164.0;14.347199;2.8694398;324.0
5;1.0;PROB_CONV_PROB;0.3;151.0;296.0;167.0;11.492141;2.2984283;312.0
6;1.0;PROB_CONV_PROB;0.3;166.0;336.0;168.0;14.572905;2.914581;338.0
7;1.0;PROB_CONV_PROB;0.3;185.0;313.0;170.0;16.259014;3.251802;298.0
8;1.0;PROB_CONV_PROB;0.3;169.0;298.0;175.0;16.533443;3.3066888;304.0
9;1.0;PROB_CONV_PROB;0.3;161.0;327.0;164.0;17.964108;3.5928218;330.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_CONV_PROB;0.3;161.0;320.0;168.0;14.841921;2.9683836;327.0
1;1.0;PROB_CONV_PROB;0.3;167.0;316.0;183.0;16.054537;3.210907;332.0
2;1.0;PROB_CONV_PROB;0.3;174.0;341.0;175.0;18.3413;3.6682606;342.0
3;1.0;PROB_CONV_PROB;0.3;150.0;308.0;165.0;12.649489;2.529898;323.0
4;1.0;PROB_CONV_PROB;0.3;168.0;326.0;162.0;14.134946;2.8269892;320.0
5;1.0;PROB_CONV_PROB;0.3;151.0;296.0;167.0;11.492141;2.2984283;312.0
6;1.0;PROB_CONV_PROB;0.3;166.0;336.0;168.0;14.572905;2.914581;338.0
7;1.0;PROB_CONV_PROB;0.3;184.0;309.0;169.0;16.253637;3.2507267;294.0
8;1.0;PROB_CONV_PROB;0.3;168.0;295.0;174.0;16.501184;3.3002372;301.0
9;1.0;PROB_CONV_PROB;0.3;161.0;327.0;164.0;17.964108;3.5928218;330.0

0;0;PROB_CONV_PROB;[];[]
0;1;PROB_CONV_PROB;[];[]
0;2;PROB_CONV_PROB;[];[]
0;3;PROB_CONV_PROB;[];[]
0;4;PROB_CONV_PROB;[];[]
0;5;PROB_CONV_PROB;[];[]
0;6;PROB_CONV_PROB;[];[]
0;7;PROB_CONV_PROB;[];[]
0;8;PROB_CONV_PROB;[];[]
0;9;PROB_CONV_PROB;[];[]
1;0;PROB_CONV_PROB;[(232028098,0.4089),(231042071,0.4914),(232031690,0.5480),(232031850,0.3499),(231040551,0.3682),(231043995,0.5791),(231041798,0.4301),(286019645,0.5575),(231039783,0.6061),(232028784,0.4097),(231043022,0.6137),(232030049,0.5670),(232029402,0.4007),(231045543,0.4451),(400005804,0.6236),(231040476,0.5189),(232028019,0.3669),(231040922,0.3433),(231042957,0.5274),(231040347,0.4925),(231042687,0.3890),(232032553,0.4550),(231042688,0.3787),(232028820,0.6233),(232028022,0.4151),(232028508,0.5932),(232030551,0.3985),(232029126,0.3830),(232027751,0.4056),(232029957,0.4813),(232028596,0.5515),(231043959,0.4784),(231042341,0.3808),(231045778,0.5542),(231040987,0.5026),(231041886,0.4684),(231039831,0.4795),(232028200,0.6261),(232028456,0.4720),(232029886,0.5160),(231043401,0.4990),(231041340,0.5242),(232028349,0.5214),(232030217,0.3889),(231041669,0.3798),(232027718,0.4997),(231039804,0.4031),(231043546,0.5022),(232031283,0.3770)];[(232028098,0.4089),(231042071,0.4914),(232031690,0.5480),(232031850,0.3499),(231040551,0.3682)]
1;1;PROB_CONV_PROB;[];[]
1;2;PROB_CONV_PROB;[(232028838,0.5286),(231040090,0.3915),(231042092,0.4523),(231045741,0.4872),(232028508,0.5010),(231040642,0.4109),(261001886,0.5090),(231040084,0.5078),(232029624,0.3764),(244075791,0.3898),(232030937,0.5358),(231043231,0.3673),(232028302,0.4593),(231040793,0.4163),(231040521,0.4951),(232028625,0.3863),(231040177,0.3472),(232029757,0.5720),(231043186,0.3728),(245017889,0.4264),(232031343,0.4516),(231043750,0.6130),(232028377,0.4628),(232027883,0.4348),(231040699,0.3653),(232030616,0.4642),(232031319,0.5827),(232028060,0.3426),(232027863,0.6060),(232029110,0.5953),(231040696,0.3936),(286018636,0.4109),(232027860,0.6325),(231044079,0.3459),(232028712,0.5442),(232032321,0.5402),(231040942,0.5962),(232027725,0.4377),(232030425,0.3499),(232029840,0.4870),(232031915,0.5604),(232032679,0.5119),(232027901,0.3514),(232027982,0.4204),(231039695,0.6064),(231040226,0.5367),(232031016,0.5617),(232032190,0.3519),(231042824,0.5854),(231045784,0.5633)];[(232028838,0.5286),(231040090,0.3915),(231042092,0.4523),(231045741,0.4872),(232028508,0.5010)]
1;3;PROB_CONV_PROB;[];[]
1;4;PROB_CONV_PROB;[];[]
1;5;PROB_CONV_PROB;[(231039835,0.4517),(232027918,0.5117),(231044300,0.3645),(231043045,0.5933),(232030277,0.3578),(232029360,0.6125),(232031874,0.6111),(232031256,0.5140),(235813456,0.3972),(232028572,0.5151),(232029308,0.4465),(232029766,0.4900),(231041377,0.5374),(232031196,0.4690),(231041243,0.5008),(231044516,0.5397),(231041300,0.6094),(232030438,0.6023),(232031544,0.4766),(231043900,0.6199),(231042455,0.4606),(231040749,0.5295),(231043490,0.3893),(231040850,0.3814),(232029576,0.3554),(231041793,0.5050),(232030132,0.4004),(231042814,0.5244),(231042484,0.6018),(231045783,0.3561),(231045174,0.4924),(231042103,0.3435),(232031833,0.4429),(232029092,0.3737),(232029344,0.5734),(232030939,0.5360),(232029911,0.3820),(232030822,0.5500),(231040709,0.3597),(232028880,0.6004),(231043944,0.5810),(231040742,0.4834),(231041576,0.6160),(231041596,0.4785),(231042718,0.3891),(231040522,0.5212),(232028077,0.4397),(231040613,0.3771),(232028603,0.4362),(231040441,0.4657)];[(231039835,0.4517),(232027918,0.5117),(231044300,0.3645),(231043045,0.5933),(232030277,0.3578)]
1;6;PROB_CONV_PROB;[];[]
