=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_EXPECTED_VALUE;0.1;162.0;320.0;163.0;29.70572;5.941145;321.0
1;1.0;PROB_EXPECTED_VALUE;0.1;180.0;342.0;180.0;28.698612;5.739723;342.0
2;1.0;PROB_EXPECTED_VALUE;0.1;162.0;319.0;185.0;27.80583;5.5611663;342.0
3;1.0;PROB_EXPECTED_VALUE;0.1;167.0;320.0;188.0;33.114544;6.6229057;341.0
4;1.0;PROB_EXPECTED_VALUE;0.1;165.0;332.0;168.0;30.681828;6.136366;335.0
5;1.0;PROB_EXPECTED_VALUE;0.1;170.0;307.0;161.0;30.121265;6.0242524;298.0
6;1.0;PROB_EXPECTED_VALUE;0.1;173.0;332.0;179.0;26.082775;5.2165546;338.0
7;1.0;PROB_EXPECTED_VALUE;0.1;176.0;342.0;185.0;35.832916;7.166582;351.0
8;1.0;PROB_EXPECTED_VALUE;0.1;175.0;329.0;179.0;36.466118;7.2932234;333.0
9;1.0;PROB_EXPECTED_VALUE;0.1;171.0;337.0;180.0;28.324291;5.664858;346.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_EXPECTED_VALUE;0.1;159.0;315.0;159.0;29.132282;5.826457;315.0
1;1.0;PROB_EXPECTED_VALUE;0.1;179.0;336.0;179.0;28.630512;5.7261033;336.0
2;1.0;PROB_EXPECTED_VALUE;0.1;159.0;316.0;182.0;26.244001;5.2488008;339.0
3;1.0;PROB_EXPECTED_VALUE;0.1;166.0;318.0;186.0;33.10021;6.6200385;338.0
4;1.0;PROB_EXPECTED_VALUE;0.1;164.0;328.0;166.0;30.647057;6.1294117;330.0
5;1.0;PROB_EXPECTED_VALUE;0.1;168.0;305.0;158.0;29.734169;5.946833;295.0
6;1.0;PROB_EXPECTED_VALUE;0.1;173.0;332.0;179.0;26.082775;5.2165546;338.0
7;1.0;PROB_EXPECTED_VALUE;0.1;173.0;336.0;184.0;34.883095;6.976618;347.0
8;1.0;PROB_EXPECTED_VALUE;0.1;172.0;327.0;176.0;35.28153;7.056306;331.0
9;1.0;PROB_EXPECTED_VALUE;0.1;171.0;337.0;180.0;28.324291;5.664858;346.0

0;0;PROB_EXPECTED_VALUE;[];[]
0;1;PROB_EXPECTED_VALUE;[];[]
0;2;PROB_EXPECTED_VALUE;[];[]
0;3;PROB_EXPECTED_VALUE;[];[]
0;4;PROB_EXPECTED_VALUE;[];[]
0;5;PROB_EXPECTED_VALUE;[];[]
0;6;PROB_EXPECTED_VALUE;[];[]
0;7;PROB_EXPECTED_VALUE;[];[]
0;8;PROB_EXPECTED_VALUE;[];[]
0;9;PROB_EXPECTED_VALUE;[];[]
1;0;PROB_EXPECTED_VALUE;[(231041104,0.0120),(231041919,0.0454),(232027785,0.3645),(231042837,0.0230),(231040207,0.2682),(231040293,0.0306),(231045200,0.2550),(231045714,0.4687),(231045916,0.1033),(231042221,0.0888),(232032144,0.2499),(231040581,0.0475),(232031128,0.0321),(232030365,0.0919),(232027644,0.0151),(231045467,0.1257),(248018982,0.0060),(231039887,0.0843),(231040145,0.0143),(232028563,0.0322),(232028832,0.0058),(232029774,0.0457),(232031196,0.0019),(231043178,0.0759),(232027713,0.0379),(231042420,0.0068),(232028368,0.0113),(232028002,0.0157),(231043671,0.0427),(232030431,0.0119),(232031476,0.0109),(231041369,0.0058),(232030367,0.0029),(231045171,0.0093),(232028836,0.0035),(232028013,0.0072),(232028472,0.0056),(232032539,0.0036),(231042404,0.0092),(232027677,0.0017),(232029989,0.0145),(232028141,0.0075),(232031456,0.0007),(232031849,0.0007),(232029766,0.0024),(245017968,0.0006),(231040702,0.0010),(231044053,0.0006),(232028117,0.0000),(232031543,0.0000)];[(231041104,0.0120),(231041919,0.0454),(232027785,0.3645),(231042837,0.0230),(231040207,0.2682)]
1;1;PROB_EXPECTED_VALUE;[(231042485,0.1598),(231040727,0.1667),(231040349,0.0927),(231044048,0.0525),(231041727,0.0306),(231044646,0.0414),(231041712,0.1194),(231044890,0.0237),(231042271,0.0123),(231041195,0.0226),(232029668,0.0172),(232027600,0.0611),(231041825,0.0259),(231040663,0.0411),(232029795,0.1705),(231042190,0.0167),(231044772,0.0129),(232027838,0.0787),(232027693,0.0402),(242003700,0.0029),(232027925,0.0266),(231042544,0.0308),(231040145,0.0157),(231039897,0.0425),(231043508,0.0266),(232032305,0.0213),(232030259,0.0148),(232028708,0.0350),(231045839,0.0122),(232030097,0.0161),(232030492,0.0017),(231045464,0.0120),(231041843,0.0146),(232029185,0.0154),(265000945,0.0079),(231044415,0.0247),(231040195,0.0025),(297103102,0.0080),(231041698,0.0064),(242003235,0.0021),(232028097,0.0028),(232032539,0.0038),(231042493,0.0058),(232027544,0.0012),(232028477,0.0000),(231040468,0.0000),(232027869,0.0000),(232031723,0.0000),(232030091,0.0000),(400009682,0.0000)];[(231042485,0.1598),(231040727,0.1667),(231040349,0.0927),(231044048,0.0525),(231041727,0.0306)]
1;2;PROB_EXPECTED_VALUE;[(231043466,0.1359),(231041842,0.0071),(232027997,0.1534),(232029305,0.0124),(232029076,0.0007),(231044357,0.0246),(231043219,0.0203),(231040803,0.0400),(231045168,0.0163),(232029206,0.0173),(232028126,0.0064),(231043825,0.0689),(232031101,0.0259),(232029873,0.0066),(232031090,0.0043),(231042695,0.0076),(231040812,0.0114),(232027885,0.0501),(231039793,0.0101),(231041526,0.0056),(231045675,0.0257),(231040320,0.0237),(231041670,0.0350),(249103992,0.0024),(244075640,0.0542),(231045305,0.0082),(231040674,0.0038),(231041492,0.0190),(232028241,0.0168),(231042386,0.0140),(231042374,0.0013),(232027810,0.0034),(232028317,0.0134),(231042243,0.0054),(248016637,0.0161),(232030267,0.0057),(231042769,0.0064),(231041061,0.0225),(232031995,0.0034),(231040617,0.0157),(232027742,0.0075),(232027754,0.0049),(242109252,0.0018),(235812577,0.0037),(232032590,0.0019),(232027548,0.0005),(231045330,0.0006),(232027455,0.0000),(232031334,0.0000),(400010549,0.0000)];[(231043466,0.1359),(231041842,0.0071),(232027997,0.1534),(232029305,0.0124),(232029076,0.0007)]
1;3;PROB_EXPECTED_VALUE;[(231042595,0.4271),(232029004,0.5010),(231040149,0.2494),(231041293,0.0445),(231040567,0.1477),(231042636,0.0590),(231041324,0.4537),(231044122,0.1805),(231040880,0.1351),(231043139,0.0477),(231042166,0.0938),(231041521,0.0385),(231042777,0.0243),(231042474,0.0247),(232031268,0.0105),(400007930,0.0821),(231040544,0.1295),(232028344,0.0064),(231045001,0.0058),(232030661,0.0148),(232028119,0.0148),(231043377,0.0337),(232031834,0.0105),(232028700,0.0074),(232030215,0.0064),(231041221,0.0074),(231044081,0.0169),(232031782,0.0059),(232030615,0.0037),(232030264,0.0186),(231039712,0.0145),(232028453,0.0065),(232030748,0.0040),(232029258,0.0085),(232032326,0.0011),(232029373,0.0114),(232028376,0.0030),(231045254,0.0032),(232030255,0.0075),(232029928,0.0007),(231042678,0.0148),(231042011,0.0026),(231040720,0.0022),(231040806,0.0036),(232027951,0.0009),(232030133,0.0017),(232031787,0.0011),(232027526,0.0000),(232031730,0.0000),(231039877,0.0000)];[(231042595,0.4271),(232029004,0.5010),(231040149,0.2494),(231041293,0.0445),(231040567,0.1477)]
1;4;PROB_EXPECTED_VALUE;[(231040343,0.1752),(231041273,0.4772),(232029514,0.0156),(231044370,0.0239),(231042052,0.0169),(231043783,0.0251),(231042175,0.0221),(231040905,0.0816),(231041078,0.0943),(231040003,0.3662),(231040944,0.0975),(400002597,0.0396),(232032726,0.0926),(231040530,0.1615),(232028684,0.0158),(231043064,0.0173),(231039948,0.0398),(231042228,0.0308),(231041453,0.0705),(231040249,0.0304),(231040782,0.0921),(232027471,0.0065),(231039804,0.0541),(231042147,0.0472),(239016911,0.0601),(231039908,0.0301),(232031369,0.0081),(231040730,0.0075),(231041073,0.0339),(231039749,0.0225),(232028264,0.0716),(231040341,0.0319),(232030935,0.0073),(231044830,0.0258),(232028082,0.0258),(232028710,0.0120),(242002934,0.0131),(232028030,0.0095),(231040444,0.0018),(231040195,0.0027),(231040732,0.0028),(231041555,0.0020),(232030797,0.0073),(232028444,0.0008),(232030722,0.0008),(232032737,0.0000),(232031913,0.0000),(232030198,0.0000),(232028238,0.0000),(232031730,0.0000)];[(231040343,0.1752),(231041273,0.4772),(232029514,0.0156),(231044370,0.0239),(231042052,0.0169)]
1;5;PROB_EXPECTED_VALUE;[(231040749,0.1391),(231041129,0.0154),(231041835,0.1761),(231043884,0.0073),(232031114,0.3173),(231040823,0.1696),(231040080,0.4590),(231040053,0.0636),(231041873,0.0747),(231041235,0.0255),(231040783,0.0894),(232030277,0.0155),(232029540,0.0028),(231040059,0.0171),(231042919,0.0184),(231041548,0.0945),(231043466,0.1393),(231041897,0.0564),(231040840,0.0553),(231040095,0.0772),(286018924,0.0037),(232029232,0.0182),(231041573,0.0247),(231045132,0.0126),(232028732,0.0169),(231043264,0.0101),(232030751,0.0160),(232027472,0.0069),(242108438,0.0019),(232029412,0.0104),(244070365,0.0158),(232028040,0.0050),(232028334,0.0176),(231040648,0.0158),(232027829,0.0097),(232031834,0.0116),(232030266,0.0035),(232032347,0.0020),(232029273,0.0073),(232031514,0.0070),(232027843,0.0170),(231040826,0.0077),(232027916,0.0018),(281000972,0.0038),(232030166,0.0051),(232030952,0.0014),(232031674,0.0000),(232027575,0.0000),(232027514,0.0000),(232030575,0.0000)];[(231040749,0.1391),(231041129,0.0154),(231041835,0.1761),(231043884,0.0073),(232031114,0.3173)]
