=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_CONV_PROB;0.1;170.0;349.0;142.0;13.508389;2.701677;321.0
1;1.0;PROB_CONV_PROB;0.1;155.0;321.0;193.0;13.386948;2.6773894;359.0
2;1.0;PROB_CONV_PROB;0.1;165.0;328.0;189.0;11.611124;2.3222249;352.0
3;1.0;PROB_CONV_PROB;0.1;173.0;335.0;172.0;15.539022;3.1078043;334.0
4;1.0;PROB_CONV_PROB;0.1;168.0;307.0;161.0;12.039105;2.4078207;300.0
5;1.0;PROB_CONV_PROB;0.1;164.0;319.0;156.0;13.160534;2.6321068;311.0
6;1.0;PROB_CONV_PROB;0.1;173.0;332.0;171.0;15.720631;3.144127;330.0
7;1.0;PROB_CONV_PROB;0.1;156.0;298.0;169.0;12.244188;2.448838;311.0
8;1.0;PROB_CONV_PROB;0.1;148.0;304.0;163.0;13.627103;2.725421;319.0
9;1.0;PROB_CONV_PROB;0.1;164.0;332.0;162.0;15.111473;3.0222943;330.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;PROB_CONV_PROB;0.1;170.0;349.0;142.0;13.508389;2.701677;321.0
1;1.0;PROB_CONV_PROB;0.1;150.0;316.0;192.0;11.889982;2.3779964;358.0
2;1.0;PROB_CONV_PROB;0.1;161.0;323.0;183.0;11.391513;2.2783027;345.0
3;1.0;PROB_CONV_PROB;0.1;173.0;335.0;172.0;15.539022;3.1078043;334.0
4;1.0;PROB_CONV_PROB;0.1;167.0;304.0;161.0;12.033239;2.4066474;298.0
5;1.0;PROB_CONV_PROB;0.1;164.0;319.0;156.0;13.160534;2.6321068;311.0
6;1.0;PROB_CONV_PROB;0.1;173.0;332.0;171.0;15.720631;3.144127;330.0
7;1.0;PROB_CONV_PROB;0.1;153.0;291.0;168.0;12.197056;2.4394114;306.0
8;1.0;PROB_CONV_PROB;0.1;146.0;302.0;160.0;13.54825;2.7096503;316.0
9;1.0;PROB_CONV_PROB;0.1;164.0;332.0;162.0;15.111473;3.0222943;330.0

0;0;PROB_CONV_PROB;[];[]
0;1;PROB_CONV_PROB;[];[]
0;2;PROB_CONV_PROB;[];[]
0;3;PROB_CONV_PROB;[];[]
0;4;PROB_CONV_PROB;[];[]
0;5;PROB_CONV_PROB;[];[]
0;6;PROB_CONV_PROB;[];[]
0;7;PROB_CONV_PROB;[];[]
0;8;PROB_CONV_PROB;[];[]
0;9;PROB_CONV_PROB;[];[]
1;0;PROB_CONV_PROB;[(231040476,0.5006),(231043022,0.4901),(231042687,0.4797),(232028098,0.5286),(232028456,0.5235),(232030217,0.5365),(232031850,0.4507),(231040551,0.5248),(232028349,0.4789),(232028784,0.5173),(231040987,0.5235),(286019645,0.5286),(232029126,0.4861),(400005804,0.5247),(232030049,0.4508),(231041798,0.5387),(231045543,0.5057),(231045778,0.4448),(231042957,0.5142),(232028019,0.5126),(231042341,0.4878),(231040922,0.4582),(232027718,0.4827),(231042688,0.4562),(232032553,0.4808),(231041340,0.4574),(232028820,0.4624),(232028200,0.5382),(231040347,0.5044),(231039804,0.4621),(232028508,0.4489),(232027751,0.5064),(232029957,0.4877),(231043995,0.4682),(232028596,0.5261),(231043959,0.5307),(231039783,0.4983),(231043546,0.5103),(232031690,0.5012),(231039831,0.5198),(232028022,0.5334),(232029886,0.4612),(231043401,0.5256),(232029402,0.4775),(232030551,0.5376),(231041886,0.4902),(231042071,0.4973),(231041669,0.5276),(232031283,0.4837)];[(231040476,0.5006),(231043022,0.4901),(231042687,0.4797),(232028098,0.5286),(232028456,0.5235)]
1;1;PROB_CONV_PROB;[];[]
1;2;PROB_CONV_PROB;[(232028838,0.5269),(231040090,0.5214),(231042092,0.4718),(231045741,0.4534),(232028508,0.5362),(231040642,0.5124),(261001886,0.4496),(231040084,0.4804),(232029624,0.5130),(244075791,0.4544),(232030937,0.4400),(231043231,0.5018),(232028302,0.4760),(231040793,0.4591),(231040521,0.4541),(232028625,0.4681),(231040177,0.4442),(232029757,0.4923),(231043186,0.5316),(245017889,0.4855),(232031343,0.4557),(231043750,0.4811),(232028377,0.4647),(232027883,0.4843),(231040699,0.4777),(232030616,0.4703),(232031319,0.4559),(232028060,0.5140),(232027863,0.4879),(232029110,0.4563),(231040696,0.5260),(286018636,0.5144),(232027860,0.4760),(231044079,0.4825),(232028712,0.4980),(232032321,0.4677),(231040942,0.4580),(232027725,0.5356),(232030425,0.5092),(232029840,0.4803),(232031915,0.5287),(232032679,0.4631),(232027901,0.5276),(232027982,0.4945),(231039695,0.4772),(231040226,0.4855),(232031016,0.4560),(232032190,0.4646),(231042824,0.5011),(231045784,0.5101)];[(232028838,0.5269),(231040090,0.5214),(231042092,0.4718),(231045741,0.4534),(232028508,0.5362)]
1;3;PROB_CONV_PROB;[];[]
1;4;PROB_CONV_PROB;[];[]
1;5;PROB_CONV_PROB;[(231039835,0.4485),(232027918,0.4599),(231044300,0.5234),(231043045,0.4920),(232030277,0.4874),(232029360,0.4700),(232031874,0.4697),(232031256,0.4918),(235813456,0.4766),(232028572,0.4660),(232029308,0.5126),(232029766,0.4707),(231041377,0.4843),(232031196,0.4827),(231041243,0.4965),(231044516,0.4670),(231041300,0.5044),(232030438,0.4623),(232031544,0.5131),(231043900,0.5198),(231042455,0.4549),(231040749,0.5115),(231043490,0.4418),(231040850,0.4512),(232029576,0.4767),(231041793,0.5089),(232030132,0.4764),(231042814,0.4468),(231042484,0.4550),(231045783,0.4975),(231045174,0.5040),(231042103,0.4605),(232031833,0.4846),(232029092,0.5077),(232029344,0.4791),(232030939,0.5357),(232029911,0.4591),(232030822,0.4582),(231040709,0.4880),(232028880,0.4582),(231043944,0.5008),(231040742,0.5064),(231041576,0.5339),(231041596,0.4709),(231042718,0.5326),(231040522,0.5119),(232028077,0.4643),(231040613,0.4855),(232028603,0.4647),(231040441,0.4834)];[(231039835,0.4485),(232027918,0.4599),(231044300,0.5234),(231043045,0.4920),(232030277,0.4874)]
1;6;PROB_CONV_PROB;[];[]
