=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;ESCALATION_OF_COMMITMENT;0.3;91.0;256.0;162.0;9.55125;1.9102507;327.0
1;1.0;ESCALATION_OF_COMMITMENT;0.3;114.0;283.0;151.0;9.4119005;1.8823801;320.0
2;1.0;ESCALATION_OF_COMMITMENT;0.3;97.0;280.0;152.0;10.0849695;2.0169942;335.0
3;1.0;ESCALATION_OF_COMMITMENT;0.3;92.0;291.0;145.0;11.086267;2.217254;344.0
4;1.0;ESCALATION_OF_COMMITMENT;0.3;95.0;297.0;166.0;6.643881;1.3287762;368.0
5;1.0;ESCALATION_OF_COMMITMENT;0.3;96.0;299.0;140.0;8.231628;1.6463257;343.0
6;1.0;ESCALATION_OF_COMMITMENT;0.3;101.0;227.0;151.0;12.709516;2.5419025;277.0
7;1.0;ESCALATION_OF_COMMITMENT;0.3;105.0;295.0;146.0;7.78326;1.5566523;336.0
8;1.0;ESCALATION_OF_COMMITMENT;0.3;100.0;293.0;151.0;10.656544;2.1313088;344.0
9;1.0;ESCALATION_OF_COMMITMENT;0.3;91.0;266.0;162.0;7.383822;1.4767644;337.0

=== FINAL AGGREGATE RESULTS ===
agentId;riskAversion;strategy;accuracy;aggrConvertedLeads;aggrExpectedConvertedLeads;aggrExpectedFallOffLeads;aggrConvertedLeadsByMag;aggrPay;aggrFallOffLeads
0;1.0;ESCALATION_OF_COMMITMENT;0.3;91.0;256.0;162.0;9.55125;1.9102507;327.0
1;1.0;ESCALATION_OF_COMMITMENT;0.3;113.0;279.0;150.0;9.325879;1.8651758;316.0
2;1.0;ESCALATION_OF_COMMITMENT;0.3;95.0;275.0;147.0;9.96669;1.9933382;327.0
3;1.0;ESCALATION_OF_COMMITMENT;0.3;92.0;291.0;145.0;11.086267;2.217254;344.0
4;1.0;ESCALATION_OF_COMMITMENT;0.3;92.0;293.0;162.0;6.6111517;1.3222303;363.0
5;1.0;ESCALATION_OF_COMMITMENT;0.3;96.0;299.0;140.0;8.231628;1.6463257;343.0
6;1.0;ESCALATION_OF_COMMITMENT;0.3;101.0;227.0;151.0;12.709516;2.5419025;277.0
7;1.0;ESCALATION_OF_COMMITMENT;0.3;104.0;291.0;143.0;7.7045574;1.5409118;330.0
8;1.0;ESCALATION_OF_COMMITMENT;0.3;97.0;288.0;146.0;9.538264;1.9076529;337.0
9;1.0;ESCALATION_OF_COMMITMENT;0.3;91.0;266.0;162.0;7.383822;1.4767644;337.0

0;0;ESCALATION_OF_COMMITMENT;[];[]
0;1;ESCALATION_OF_COMMITMENT;[];[]
0;2;ESCALATION_OF_COMMITMENT;[];[]
0;3;ESCALATION_OF_COMMITMENT;[];[]
0;4;ESCALATION_OF_COMMITMENT;[];[]
0;5;ESCALATION_OF_COMMITMENT;[];[]
0;6;ESCALATION_OF_COMMITMENT;[];[]
0;7;ESCALATION_OF_COMMITMENT;[];[]
0;8;ESCALATION_OF_COMMITMENT;[];[]
0;9;ESCALATION_OF_COMMITMENT;[];[]
1;0;ESCALATION_OF_COMMITMENT;[(232028349,0.4131),(231039831,0.3398),(232028022,0.8394)];[(232028349,0.4131),(231039831,0.3398),(232028022,0.8394)]
1;1;ESCALATION_OF_COMMITMENT;[];[]
1;2;ESCALATION_OF_COMMITMENT;[(232030937,0.4394),(232029840,0.9279),(231040226,0.2000)];[(232030937,0.4394),(232029840,0.9279),(231040226,0.2000)]
1;3;ESCALATION_OF_COMMITMENT;[];[]
1;4;ESCALATION_OF_COMMITMENT;[];[]
1;5;ESCALATION_OF_COMMITMENT;[(231039835,0.3398),(232027918,0.8609),(231044300,0.2502)];[(231039835,0.3398),(232027918,0.8609),(231044300,0.2502)]
1;6;ESCALATION_OF_COMMITMENT;[];[]
1;7;ESCALATION_OF_COMMITMENT;[(232029075,0.4625),(232029951,0.4323),(232032618,0.4000)];[(232029075,0.4625),(232029951,0.4323),(232032618,0.4000)]
1;8;ESCALATION_OF_COMMITMENT;[];[]
1;9;ESCALATION_OF_COMMITMENT;[];[]
2;0;ESCALATION_OF_COMMITMENT;[(231040551,0.2323),(232031850,0.4000),(231043546,0.8196)];[(231040551,0.2323),(232031850,0.4000),(231043546,0.8196)]
2;1;ESCALATION_OF_COMMITMENT;[(231040905,0.1756),(232032313,0.8879),(400006871,0.2143)];[(231040905,0.1756),(232032313,0.8879),(400006871,0.2143)]
2;2;ESCALATION_OF_COMMITMENT;[(231040793,0.4090),(231044079,1.0115),(231043750,0.4070)];[(231040793,0.4090),(231044079,1.0115),(231043750,0.4070)]
2;3;ESCALATION_OF_COMMITMENT;[(231040823,0.7548),(232030570,0.4026),(232031912,0.2681)];[(231040823,0.7548),(232030570,0.4026),(232031912,0.2681)]
2;4;ESCALATION_OF_COMMITMENT;[(231040718,0.1039),(231043987,0.2323),(400005165,0.8128)];[(231040718,0.1039),(231043987,0.2323),(400005165,0.8128)]
2;5;ESCALATION_OF_COMMITMENT;[(231039835,0.3398),(232027918,0.8609),(231044300,0.2502)];[(231039835,0.3398),(232027918,0.8609),(231044300,0.2502)]
