LeadID;Amount;BusinessModel;WeekCreated;WeekClosed;WeekLost;WeekWon;WeekUnlikely-0;WeekPipeline-20;WeekBestCase-40;WeekCommit-80;CertaintyForConv;ConvertedLead
207009208;2500;Products;8;27;27;-1;27;8;-1;8;0;0
207009215;34582;Products;9;48;-1;48;-1;-1;24;24;0.8;1
207009835;40646.77;Products;30;56;-1;56;-1;-1;56;-1;0.4;1
207010639;2000;Systems & Services;59;59;59;-1;59;59;-1;59;0.8;0
207010811;1522;Products;65;65;-1;65;-1;-1;65;65;0.8;1
227000834;10000;Systems & Services;3;3;3;-1;3;3;-1;-1;0.2;0
227001012;3892.71;Products;21;21;-1;21;-1;21;21;-1;0.4;1
227001112;80000;Products;31;44;-1;44;31;-1;31;-1;0.4;1
227001150;2743.47;Products;35;41;-1;41;-1;-1;39;39;0.8;1
227001152;1795.47;Products;36;41;41;-1;41;-1;41;-1;0.4;0
230000280;6500;Products;3;3;-1;3;-1;-1;-1;3;0.8;1
230000300;2000;Products;8;9;-1;9;-1;-1;9;-1;0.4;1
230000302;5664;Products;9;16;16;-1;16;-1;9;9;0;0
230000306;15103.34;Products;12;16;-1;16;12;-1;12;-1;0.4;1
230000307;3680;Products;12;16;-1;16;12;15;12;-1;0.2;1
230000314;6466.05;Products;14;20;-1;20;14;-1;14;-1;0.4;1
230000336;11978;Products;23;40;-1;40;-1;23;23;-1;0.4;1
230000346;5444.71;Products;29;43;-1;43;-1;-1;43;-1;0.4;1
230000349;1819.15;Products;31;32;-1;32;-1;31;31;-1;0.4;1
230000355;48835;Products;33;42;42;-1;42;-1;37;37;0;0
230000397;734;Products;58;58;-1;58;-1;-1;58;58;0.8;1
230000414;3314.96;Products;63;63;-1;63;-1;-1;63;63;0.8;1
230000436;13199.27;Products;65;65;-1;65;-1;65;65;-1;0.4;1
231039633;128900;Products;2;19;-1;19;-1;19;-1;-1;0.2;1
231039634;35000;Products;2;42;42;-1;42;42;-1;-1;0.2;0
231039636;50000;Products;2;44;44;-1;44;44;-1;-1;0.2;0
231039637;45000;Products;2;15;-1;15;-1;2;2;-1;0.4;1
231039638;10000;Systems & Services;2;20;-1;20;-1;2;2;-1;0.4;1
231039639;25000;Products;2;36;-1;36;-1;2;2;-1;0.4;1
231039640;13750;Systems & Services;2;5;-1;5;-1;-1;-1;5;0.8;1
231039641;50000;Products;2;47;47;-1;2;-1;2;-1;0.4;0
231039643;2000;Products;2;2;-1;2;-1;2;-1;-1;0.2;1
231039644;21000;Products;2;22;22;-1;2;2;-1;-1;0.2;0
231039645;10000;Products;2;2;2;-1;2;-1;2;-1;0.4;0
231039647;20000;Products;2;47;47;-1;47;47;-1;-1;0.2;0
231039648;100000;Products;2;15;15;-1;15;2;2;-1;0;0
231039649;8000;Products;2;23;23;-1;23;23;-1;-1;0.2;0
231039651;35000;Products;2;53;53;-1;53;53;-1;-1;0.2;0
231039652;60000;Products;2;31;31;-1;31;-1;31;-1;0.4;0
231039654;13500;Products;2;2;-1;2;-1;2;2;-1;0.4;1
231039656;19000;Products;2;30;-1;30;-1;2;2;-1;0.4;1
231039657;5318;Products;2;9;-1;9;-1;2;2;-1;0.4;1
231039659;20000;Systems & Services;2;45;45;-1;2;-1;2;-1;0.4;0
231039660;10000;Products;2;42;-1;42;2;2;-1;-1;0.2;1
231039661;1500;Products;2;25;-1;25;-1;2;2;-1;0.4;1
231039663;12000;Products;2;19;-1;19;2;2;-1;-1;0.2;1
231039664;100000;Systems & Services;2;65;65;-1;2;2;-1;-1;0.2;0
231039665;80000;Products;2;2;2;-1;2;-1;2;-1;0.4;0
231039666;30000;Products;2;2;2;-1;2;-1;2;-1;0.4;0
231039667;30000;Products;2;14;-1;14;-1;14;-1;-1;0.2;1
231039668;750;Products;2;17;-1;17;-1;2;2;-1;0.4;1
231039669;8765;Products;2;17;-1;17;-1;2;2;-1;0.4;1
231039671;1;Products;2;16;16;-1;16;16;-1;-1;0.2;0
231039672;10000;Products;2;47;47;-1;47;2;2;-1;0;0
231039674;14853;Products;2;68;-1;68;2;2;2;27;0.8;1
231039675;30000;Products;2;11;-1;11;-1;-1;-1;11;0.8;1
231039676;960000;Products;2;25;25;-1;2;25;2;-1;0.2;0
231039677;15000;Products;2;42;-1;42;-1;2;2;-1;0.4;1
231039678;10000;Products;2;40;-1;40;-1;40;-1;-1;0.2;1
231039679;15000;Systems & Services;2;4;-1;4;-1;4;-1;-1;0.2;1
231039680;15000;Products;2;16;16;-1;16;16;-1;-1;0.2;0
231039681;40000;Products;2;12;-1;12;-1;2;2;-1;0.4;1
231039682;75000;Products;2;2;2;-1;2;-1;2;-1;0.4;0
231039683;75000;Products;2;2;2;-1;2;-1;2;-1;0.4;0
231039684;10000;Products;2;41;-1;41;-1;2;2;-1;0.4;1
231039686;42210.5;Products;2;10;-1;10;-1;-1;2;2;0.8;1
231039687;3064;Products;2;10;-1;10;-1;-1;10;-1;0.4;1
231039688;63000;Products;2;3;3;-1;3;3;3;-1;0.4;0
231039689;8000;Products;2;8;-1;8;-1;2;-1;2;0.8;1
231039690;50000;Systems & Services;2;54;54;-1;54;54;-1;-1;0.2;0
231039693;8716;Products;2;4;-1;4;-1;-1;4;-1;0.4;1
231039694;1;Products;2;5;5;-1;5;-1;2;2;0;0
231039695;13000;Products;2;15;-1;15;-1;-1;2;2;0.8;1
231039697;1000;Products;2;45;45;-1;45;45;-1;-1;0.2;0
231039698;1;Systems & Services;2;28;-1;28;-1;-1;-1;28;0.8;1
231039699;7471;Systems & Services;2;14;-1;14;-1;5;5;-1;0.4;1
231039700;10000;Products;2;12;-1;12;-1;12;-1;-1;0.2;1
231039701;100000;Products;2;22;-1;22;15;15;-1;-1;0.2;1
231039702;130000;Products;2;29;-1;29;-1;14;14;14;0.8;1
231039703;30680;Products;2;2;-1;2;-1;2;-1;-1;0.2;1
231039705;8000;Products;2;19;-1;19;-1;2;2;-1;0.4;1
231039706;14000;Products;2;2;2;-1;2;2;-1;-1;0.2;0
231039707;100;Products;2;22;22;-1;22;2;-1;2;0;0
231039708;10000;Products;2;10;-1;10;-1;2;2;-1;0.4;1
231039709;100000;Products;2;15;15;-1;15;2;2;-1;0;0
231039710;55000;Products;2;10;-1;10;-1;2;2;-1;0.4;1
231039711;50000;Products;2;24;-1;24;-1;24;-1;-1;0.2;1
231039712;10000;Products;2;33;33;-1;33;-1;33;-1;0.4;0
231039713;3250;Products;3;4;-1;4;-1;3;3;-1;0.4;1
231039714;7500;Products;3;60;60;-1;60;3;3;-1;0;0
231039715;182520;Systems & Services;3;7;-1;7;3;3;7;3;0.4;1
231039716;40000;Products;3;29;29;-1;29;3;3;-1;0;0
231039718;20000;Products;3;52;-1;52;-1;3;3;-1;0.4;1
231039719;25000;Systems & Services;3;3;3;-1;3;3;-1;-1;0.2;0
231039720;500000;Systems & Services;3;39;-1;39;3;3;3;38;0.8;1
231039721;105228;Products;3;6;-1;6;-1;6;-1;-1;0.2;1
231039722;20000;Products;3;30;-1;30;-1;3;3;-1;0.4;1
231039723;5000;Products;3;29;-1;29;3;-1;3;-1;0.4;1
231039724;60000;Products;3;41;41;-1;41;41;-1;-1;0.2;0
231039726;7200;Products;3;49;-1;49;-1;49;-1;-1;0.2;1
231039727;80000;Products;3;65;65;-1;65;3;3;-1;0;0
231039728;25000;Products;3;15;15;-1;15;3;3;-1;0;0
231039729;25000;Products;3;68;68;-1;3;3;-1;-1;0.2;0
231039730;16191;Products;3;39;39;-1;39;3;3;-1;0;0
231039731;150000;Systems & Services;3;40;40;-1;3;3;6;-1;0.4;0
231039732;25000;Products;3;17;-1;17;-1;15;15;-1;0.4;1
231039734;15000;Products;3;44;44;-1;44;44;-1;-1;0.2;0
231039735;10000;Products;3;45;-1;45;-1;45;-1;-1;0.2;1
231039736;78000;Products;3;3;-1;3;-1;3;3;-1;0.4;1
231039737;15000;Systems & Services;3;49;-1;49;3;3;-1;-1;0.2;1
231039738;5000;Products;3;10;10;-1;10;10;-1;-1;0.2;0
231039741;30000;Products;3;3;3;-1;3;-1;3;-1;0.4;0
231039742;55000;Products;3;40;40;-1;40;3;3;-1;0;0
231039743;100000;Products;3;22;22;-1;22;22;-1;-1;0.2;0
231039744;2500000;Products;3;4;-1;4;-1;3;3;-1;0.4;1
231039745;37000;Systems & Services;3;7;-1;7;-1;-1;-1;7;0.8;1
231039746;10000;Systems & Services;3;21;-1;21;-1;21;-1;-1;0.2;1
231039747;6200;Products;3;3;3;-1;3;3;-1;-1;0.2;0
231039749;13350;Products;3;22;-1;22;-1;17;-1;17;0.8;1
231039750;5000;Products;3;3;3;-1;3;3;-1;-1;0.2;0
231039751;20000;Systems & Services;3;21;21;-1;5;5;5;-1;0.4;0
231039753;20000;Products;3;29;-1;29;3;3;-1;-1;0.2;1
231039754;38500;Products;3;9;-1;9;3;3;-1;-1;0.2;1
231039755;5128;Products;3;13;-1;13;-1;3;3;-1;0.4;1
231039756;34000;Products;3;3;3;-1;3;3;-1;-1;0.2;0
231039758;6800;Products;3;33;-1;33;-1;33;-1;-1;0.2;1
231039760;50000;Products;3;54;54;-1;54;54;-1;-1;0.2;0
231039762;35000;Products;3;44;44;-1;44;44;-1;-1;0.2;0
231039763;549378;Products;3;39;-1;39;-1;3;3;38;0.8;1
231039764;100000;Systems & Services;3;59;59;-1;3;3;-1;-1;0.2;0
231039766;3500;Systems & Services;3;36;-1;36;-1;6;-1;6;0.8;1
231039767;50000;Systems & Services;3;19;19;-1;19;5;5;-1;0;0
231039768;5123;Products;3;4;-1;4;-1;-1;4;-1;0.4;1
231039769;15000;Products;3;3;-1;3;-1;3;3;-1;0.4;1
231039770;10000;Products;3;5;-1;5;-1;3;3;-1;0.4;1
231039771;14000;Products;3;4;4;-1;4;-1;4;-1;0.4;0
231039772;7000;Products;3;25;-1;25;-1;-1;-1;25;0.8;1
231039773;7000;Products;3;14;-1;14;-1;-1;-1;14;0.8;1
231039775;2500;Products;3;28;-1;28;3;3;-1;-1;0.2;1
231039776;6306;Products;3;15;-1;15;-1;-1;15;-1;0.4;1
231039777;320000;Products;3;20;-1;20;-1;18;-1;18;0.8;1
231039779;30000;Products;3;3;3;-1;3;-1;3;-1;0.4;0
231039780;10000;Products;4;39;39;-1;39;39;-1;-1;0.2;0
231039781;300000;Products;4;7;-1;7;-1;4;4;-1;0.4;1
231039782;2000;Products;4;42;-1;42;-1;4;4;42;0.8;1
231039783;30000;Products;4;31;31;-1;31;4;4;-1;0;0
231039784;5000;Products;4;4;-1;4;-1;4;-1;-1;0.2;1
231039785;400000;Products;4;42;42;-1;12;6;6;-1;0;0
231039786;22500;Products;4;61;61;-1;61;4;4;-1;0;0
231039787;20000;Products;4;16;16;-1;16;4;4;-1;0;0
231039788;20000;Products;4;25;25;-1;4;-1;4;-1;0.4;0
231039790;80000;Products;4;4;4;-1;4;4;-1;-1;0.2;0
231039792;14000;Products;4;21;-1;21;-1;4;4;-1;0.4;1
231039793;7139;Products;4;20;-1;20;4;-1;4;-1;0.4;1
231039795;50000;Products;4;43;-1;43;-1;26;26;26;0.8;1
231039796;32800;Products;4;31;-1;31;-1;4;-1;4;0.8;1
231039797;55092.1;Products;4;60;60;-1;4;4;7;-1;0.4;0
231039798;75000;Products;4;61;61;-1;61;61;-1;-1;0.2;0
231039799;50000;Products;4;44;-1;44;-1;4;4;-1;0.4;1
231039800;2500;Products;4;20;-1;20;-1;-1;-1;20;0.8;1
231039801;25000;Products;4;56;56;-1;56;4;4;-1;0;0
231039803;172000;Products;4;18;-1;18;-1;4;4;-1;0.4;1
231039804;30000;Products;4;25;25;-1;25;4;4;-1;0;0
231039805;10000;Systems & Services;4;8;-1;8;-1;-1;4;4;0.8;1
231039806;2000;Products;4;5;-1;5;-1;-1;-1;5;0.8;1
231039807;15000;Products;4;39;39;-1;39;39;-1;-1;0.2;0
231039808;25000;Products;4;52;-1;52;4;-1;4;-1;0.4;1
231039809;40000;Products;4;31;-1;31;4;4;4;-1;0.4;1
231039810;100000;Products;4;4;4;-1;4;4;-1;-1;0.2;0
231039811;2000;Products;4;48;-1;48;-1;48;-1;-1;0.2;1
231039812;4000;Products;4;44;-1;44;-1;4;-1;4;0.8;1
231039813;12000;Products;4;11;-1;11;-1;11;-1;-1;0.2;1
231039814;25000;Products;4;68;68;-1;68;4;4;-1;0;0
231039815;128068.21;Products;4;22;-1;22;4;4;-1;-1;0.2;1
231039817;85000;Products;4;29;29;-1;29;22;22;-1;0;0
231039818;20000;Products;4;69;69;-1;4;4;-1;-1;0.2;0
231039819;32500;Products;4;25;-1;25;-1;4;4;-1;0.4;1
231039820;700000;Products;4;18;18;-1;4;4;-1;-1;0.2;0
231039822;24000;Products;4;5;-1;5;-1;5;-1;-1;0.2;1
231039823;20000;Products;4;4;4;-1;4;4;-1;-1;0.2;0
231039824;30000;Products;4;7;-1;7;-1;7;-1;-1;0.2;1
231039825;6734;Products;4;41;41;-1;41;4;7;4;0;0
231039826;1100;Products;4;14;-1;14;-1;4;4;-1;0.4;1
231039827;15000;Products;4;6;-1;6;-1;-1;6;-1;0.4;1
231039829;27000;Systems & Services;4;8;-1;8;-1;-1;-1;8;0.8;1
231039830;1500000;Systems & Services;4;6;6;-1;6;6;-1;-1;0.2;0
231039831;40000;Products;4;66;66;-1;66;66;-1;-1;0.2;0
231039832;84000;Products;4;15;-1;15;-1;4;4;-1;0.4;1
231039833;3868;Products;4;5;-1;5;4;-1;4;-1;0.4;1
231039834;15000;Products;4;19;-1;19;-1;19;-1;-1;0.2;1
231039835;40000;Systems & Services;4;4;4;-1;4;4;-1;-1;0.2;0
231039836;40559;Products;4;9;-1;9;4;4;4;-1;0.4;1
231039837;2355;Products;4;5;-1;5;4;-1;4;-1;0.4;1
231039838;3378;Products;4;24;-1;24;4;-1;4;-1;0.4;1
231039839;22580;Products;4;40;-1;40;-1;4;4;-1;0.4;1
231039840;50000;Products;4;33;33;-1;33;4;4;-1;0;0
231039841;40000;Products;4;10;10;-1;10;10;-1;-1;0.2;0
231039842;50000;Products;4;60;60;-1;60;60;-1;-1;0.2;0
231039843;15000;Systems & Services;4;51;51;-1;4;4;-1;-1;0.2;0
231039844;50000;Products;4;17;17;-1;17;9;9;-1;0;0
231039846;40000;Products;4;11;11;-1;11;4;-1;4;0;0
231039847;40000;Products;4;31;-1;31;-1;4;-1;4;0.8;1
231039848;200000;Systems & Services;4;31;31;-1;4;4;-1;-1;0.2;0
231039849;75000;Products;4;16;-1;16;-1;16;-1;-1;0.2;1
231039850;80000;Systems & Services;4;34;34;-1;20;20;-1;-1;0.2;0
231039851;12000;Products;5;11;-1;11;-1;11;-1;-1;0.2;1
231039852;300000;Products;5;19;-1;19;5;5;-1;-1;0.2;1
231039853;3392.64;Products;5;12;-1;12;5;5;-1;-1;0.2;1
231039854;4500;Products;5;11;11;-1;5;5;-1;-1;0.2;0
231039856;10000;Products;5;38;38;-1;38;5;5;-1;0;0
231039857;87500;Products;5;5;-1;5;-1;-1;-1;5;0.8;1
231039858;10000;Products;5;10;-1;10;-1;5;5;-1;0.4;1
231039859;2464;Products;5;15;15;-1;5;-1;5;-1;0.4;0
231039861;6571;Products;5;5;5;-1;5;-1;5;-1;0.4;0
231039862;35000;Products;5;44;44;-1;44;44;-1;-1;0.2;0
231039863;9387.5;Products;5;5;-1;5;-1;5;-1;5;0.8;1
231039864;7616;Products;5;30;-1;30;-1;5;5;-1;0.4;1
231039865;1;Products;5;5;-1;5;-1;5;-1;-1;0.2;1
231039866;10000;Products;5;24;-1;24;-1;5;5;-1;0.4;1
231039867;30000;Products;5;43;43;-1;43;43;-1;-1;0.2;0
231039868;20000;Products;5;61;61;-1;61;5;5;-1;0;0
231039869;3500;Products;5;8;-1;8;-1;-1;-1;8;0.8;1
231039870;80000;Products;5;11;-1;11;5;5;-1;-1;0.2;1
231039871;5000;Products;5;15;-1;15;-1;15;-1;-1;0.2;1
231039872;30000;Systems & Services;5;40;40;-1;40;5;5;-1;0;0
231039873;15000;Products;5;52;52;-1;52;52;-1;-1;0.2;0
231039874;50000;Products;5;56;56;-1;44;44;-1;-1;0.2;0
231039875;2000;Products;5;28;-1;28;-1;28;-1;-1;0.2;1
231039876;100000;Products;5;48;-1;48;-1;15;15;31;0.8;1
231039877;1;Products;5;28;-1;28;5;5;-1;-1;0.2;1
231039878;50000;Products;5;24;-1;24;-1;-1;-1;24;0.8;1
231039880;35000;Products;5;21;21;-1;21;5;5;-1;0;0
231039881;3000;Products;5;10;10;-1;10;-1;-1;10;0.8;0
231039882;50000;Products;5;11;-1;11;-1;-1;-1;11;0.8;1
231039883;50000;Products;5;11;-1;11;-1;-1;-1;11;0.8;1
231039884;50000;Products;5;12;-1;12;-1;-1;-1;12;0.8;1
231039886;10000;Products;5;5;5;-1;5;5;-1;-1;0.2;0
231039887;50000;Products;5;24;-1;24;-1;-1;-1;24;0.8;1
231039888;70000;Products;5;25;-1;25;-1;22;22;25;0.8;1
231039889;20000;Systems & Services;5;44;-1;44;-1;44;-1;-1;0.2;1
231039891;30000;Products;5;17;17;-1;17;17;-1;-1;0.2;0
231039893;7000;Products;5;11;11;-1;10;5;5;-1;0;0
231039894;40000;Products;5;50;-1;50;-1;5;5;-1;0.4;1
231039896;1195;Products;5;11;-1;11;-1;5;5;-1;0.4;1
231039897;25000;Products;5;5;-1;5;5;5;-1;-1;0.2;1
231039898;10000;Products;5;51;51;-1;51;51;-1;-1;0.2;0
231039899;1574;Products;5;14;-1;14;-1;5;5;-1;0.4;1
231039900;50000;Products;5;13;-1;13;-1;-1;-1;13;0.8;1
231039901;25000;Systems & Services;5;16;-1;16;-1;5;5;-1;0.4;1
231039902;120000;Products;5;48;-1;48;-1;5;5;46;0.8;1
231039903;25000;Products;5;21;-1;21;-1;5;5;20;0.8;1
231039905;2500;Products;5;8;-1;8;-1;-1;-1;8;0.8;1
231039906;5250;Products;5;15;-1;15;-1;5;5;-1;0.4;1
231039908;18000;Products;5;46;46;-1;5;5;9;-1;0.4;0
231039909;2600;Products;5;17;-1;17;-1;13;13;-1;0.4;1
231039910;50000;Systems & Services;5;43;43;-1;43;43;-1;-1;0.2;0
231039911;250000;Systems & Services;5;63;63;-1;63;6;6;-1;0;0
231039913;5000;Products;5;7;-1;7;7;-1;-1;-1;0;1
231039914;17000;Products;5;5;-1;5;-1;-1;-1;5;0.8;1
231039915;25000;Products;5;35;35;-1;35;5;5;-1;0;0
231039916;50000;Products;5;8;-1;8;-1;5;5;-1;0.4;1
231039917;7500;Products;5;15;-1;15;5;-1;5;-1;0.4;1
231039918;25000;Products;5;5;-1;5;-1;-1;-1;5;0.8;1
231039919;220000;Products;5;5;-1;5;5;-1;-1;5;0.8;1
231039920;30603.43;Systems & Services;5;25;25;-1;25;14;14;-1;0;0
231039921;50000;Systems & Services;5;28;28;-1;28;28;28;-1;0.4;0
231039924;1800;Products;5;8;8;-1;5;5;-1;-1;0.2;0
231039926;50000;Systems & Services;5;24;24;-1;24;24;-1;-1;0.2;0
231039928;17000;Products;5;6;-1;6;6;-1;-1;-1;0;1
231039929;2000;Products;5;54;-1;54;13;13;13;-1;0.4;1
231039930;10000;Systems & Services;5;16;-1;16;-1;5;5;-1;0.4;1
231039931;5577;Products;5;5;5;-1;5;-1;5;-1;0.4;0
231039932;2500;Products;5;8;-1;8;-1;-1;-1;8;0.8;1
231039933;11000;Products;6;6;-1;6;-1;-1;6;6;0.8;1
231039934;10000;Products;6;22;-1;22;-1;6;6;-1;0.4;1
231039935;4200;Products;6;10;-1;10;-1;10;-1;-1;0.2;1
231039937;6735;Products;6;44;-1;44;-1;6;6;-1;0.4;1
231039939;12000;Products;6;19;19;-1;19;6;6;-1;0;0
231039940;28000;Products;6;25;25;-1;25;6;6;-1;0;0
231039941;50000;Products;6;40;40;-1;40;6;6;-1;0;0
231039943;50000;Products;6;9;-1;9;-1;9;-1;-1;0.2;1
231039944;65000;Products;6;68;68;-1;68;6;6;-1;0;0
231039946;5000;Products;6;6;6;-1;6;-1;6;-1;0.4;0
231039947;32000;Products;6;52;52;-1;6;-1;6;-1;0.4;0
231039948;25376;Products;6;19;-1;19;-1;6;6;-1;0.4;1
231039949;25000;Products;6;22;22;-1;22;22;-1;-1;0.2;0
231039950;50000;Products;6;6;6;-1;6;-1;6;-1;0.4;0
231039951;10000;Products;6;57;57;-1;6;-1;6;-1;0.4;0
231039952;50000;Products;6;62;62;-1;62;62;-1;-1;0.2;0
231039953;125000;Systems & Services;6;68;68;-1;68;68;-1;-1;0.2;0
231039955;5000;Products;6;10;10;-1;10;6;6;-1;0;0
231039956;10000;Products;6;19;19;-1;19;6;6;-1;0;0
231039957;8000;Products;6;18;-1;18;-1;18;-1;-1;0.2;1
231039958;10000;Systems & Services;6;50;50;-1;50;50;-1;-1;0.2;0
231039960;100000;Systems & Services;6;14;27;-1;27;14;18;15;0;0
231039961;15000;Products;6;67;67;-1;67;6;6;-1;0;0
231039962;3790;Products;6;8;-1;8;-1;-1;-1;8;0.8;1
231039963;1500;Products;6;21;21;-1;21;6;6;-1;0;0
231039964;56223;Products;6;65;65;-1;65;8;8;-1;0;0
231039966;6000;Products;6;21;-1;21;-1;6;6;-1;0.4;1
231039968;51713;Products;6;12;-1;12;-1;10;10;11;0.8;1
231039969;10000;Systems & Services;6;14;-1;14;-1;14;-1;-1;0.2;1
231039970;2000;Systems & Services;6;28;-1;28;-1;28;-1;-1;0.2;1
231039971;25000;Systems & Services;6;47;-1;47;31;6;6;-1;0;1
231039972;75000;Systems & Services;6;6;6;-1;6;6;-1;-1;0.2;0
231039973;50000;Products;6;12;12;-1;12;6;-1;6;0;0
231039974;70000;Systems & Services;6;6;6;-1;6;6;-1;-1;0.2;0
231039975;45000;Products;6;6;6;-1;6;-1;6;-1;0.4;0
231039976;10000;Products;6;32;32;-1;6;6;32;-1;0.4;0
231039979;15000;Products;6;9;-1;9;-1;9;-1;-1;0.2;1
231039980;90000;Products;6;20;-1;20;-1;6;6;-1;0.4;1
231039981;2500;Products;6;6;6;-1;6;-1;6;-1;0.4;0
231039982;5000;Products;6;26;26;-1;26;6;6;-1;0;0
231039983;6000;Products;6;6;6;-1;6;-1;6;-1;0.4;0
231039985;8000;Products;6;25;-1;25;-1;25;-1;-1;0.2;1
231039986;19344;Products;6;37;37;-1;37;22;14;14;0;0
231039987;35000;Products;6;21;-1;21;-1;6;6;-1;0.4;1
231039988;20000;Systems & Services;6;60;60;-1;60;60;60;-1;0.4;0
231039990;10900;Products;6;11;-1;11;-1;6;6;-1;0.4;1
231039991;10000;Products;6;25;-1;25;-1;6;-1;6;0.8;1
231039994;1607;Products;6;18;-1;18;-1;6;6;-1;0.4;1
231039995;5000;Products;6;45;-1;45;-1;16;-1;16;0.8;1
231039996;16000;Products;6;8;-1;8;-1;6;-1;6;0.8;1
231039997;23500;Products;6;7;-1;7;-1;6;-1;6;0.8;1
231039998;75000;Products;6;67;67;-1;67;30;30;-1;0;0
231040000;25000;Products;6;27;27;-1;27;6;6;-1;0;0
231040001;1;Products;6;9;-1;9;-1;-1;6;6;0.8;1
231040002;5000;Products;6;10;-1;10;-1;10;-1;-1;0.2;1
231040003;210000;Systems & Services;6;32;32;-1;6;6;24;-1;0.4;0
231040004;75000;Products;6;19;-1;19;-1;6;6;-1;0.4;1
231040005;3790;Products;6;8;-1;8;-1;-1;-1;8;0.8;1
231040008;8900;Products;6;41;-1;41;6;6;-1;-1;0.2;1
231040010;90000;Products;6;45;45;-1;45;13;13;31;0;0
231040012;15000;Products;6;24;-1;24;-1;6;6;14;0.8;1
231040013;1;Products;7;22;22;-1;7;-1;7;-1;0.4;0
231040015;15000;Products;7;42;42;-1;42;42;-1;-1;0.2;0
231040016;15000;Products;7;7;-1;7;-1;-1;7;-1;0.4;1
231040017;45000;Products;7;48;48;-1;48;7;7;-1;0;0
231040020;4078;Products;7;20;20;-1;20;-1;20;-1;0.4;0
231040021;10000;Products;7;20;20;-1;20;20;-1;-1;0.2;0
231040022;3242;Products;7;21;21;-1;21;-1;21;-1;0.4;0
231040023;9500;Systems & Services;7;7;-1;7;7;7;7;-1;0.4;1
231040024;40000;Products;7;46;46;-1;46;7;7;-1;0;0
231040025;2000;Products;7;11;-1;11;-1;-1;11;-1;0.4;1
231040026;3491;Products;7;17;-1;17;-1;7;7;-1;0.4;1
231040027;2500;Products;7;46;-1;46;-1;-1;46;-1;0.4;1
231040028;15000;Products;7;22;22;-1;22;22;-1;-1;0.2;0
231040029;15000;Products;7;53;-1;53;-1;53;-1;-1;0.2;1
231040030;30000;Products;7;44;-1;44;-1;7;7;-1;0.4;1
231040031;20000;Products;7;42;42;-1;42;42;-1;-1;0.2;0
231040032;11160;Products;7;7;-1;7;-1;-1;7;-1;0.4;1
231040033;1800000;Systems & Services;7;16;16;-1;7;7;-1;-1;0.2;0
231040034;0;Products;7;11;11;-1;11;11;-1;-1;0.2;0
231040035;10000;Products;7;10;10;-1;10;10;-1;-1;0.2;0
231040036;20000;Products;7;67;67;-1;67;22;22;-1;0;0
231040037;4307;Products;7;9;-1;9;-1;7;7;-1;0.4;1
231040038;10000;Products;7;61;61;-1;61;7;7;-1;0;0
231040039;30000;Products;7;33;-1;33;7;7;-1;-1;0.2;1
231040040;20000;Products;7;44;44;-1;44;44;-1;-1;0.2;0
231040041;10000;Products;7;20;20;-1;20;20;-1;-1;0.2;0
231040043;13000;Products;7;25;-1;25;-1;25;-1;-1;0.2;1
231040044;123000;Products;7;61;61;-1;7;7;-1;-1;0.2;0
231040046;2500;Products;7;25;-1;25;7;7;7;-1;0.4;1
231040047;16000;Systems & Services;7;21;-1;21;-1;-1;21;-1;0.4;1
231040048;30000;Products;7;22;-1;22;-1;22;-1;-1;0.2;1
231040049;10000;Systems & Services;7;16;-1;16;-1;7;7;-1;0.4;1
231040050;5000;Products;7;31;-1;31;-1;31;-1;-1;0.2;1
231040051;10000;Products;7;51;-1;51;-1;7;7;-1;0.4;1
231040053;40000;Products;7;63;-1;63;-1;7;7;-1;0.4;1
231040054;40000;Products;7;39;39;-1;7;7;-1;-1;0.2;0
231040058;75000;Products;7;44;44;-1;44;44;-1;-1;0.2;0
231040059;10000;Products;7;21;-1;21;7;7;-1;-1;0.2;1
231040060;25000;Products;7;23;23;-1;7;7;-1;-1;0.2;0
231040061;18000;Products;7;41;-1;41;7;7;-1;-1;0.2;1
231040063;15000;Products;7;19;-1;19;-1;7;7;-1;0.4;1
231040064;250000;Products;7;66;66;-1;66;66;-1;-1;0.2;0
231040066;2000;Products;7;27;-1;27;-1;7;7;-1;0.4;1
231040067;316000;Products;7;23;23;-1;7;7;-1;-1;0.2;0
231040069;6934;Products;7;17;-1;17;-1;-1;17;-1;0.4;1
231040070;15358;Products;7;8;-1;8;-1;-1;8;-1;0.4;1
231040071;4093;Products;7;41;-1;41;-1;-1;41;-1;0.4;1
231040072;15000;Products;7;73;73;-1;73;73;73;-1;0.4;0
231040073;12000;Products;7;15;-1;15;7;7;-1;7;0.8;1
231040074;32000;Products;7;22;-1;22;-1;22;-1;-1;0.2;1
231040075;50000;Products;7;10;10;-1;10;10;-1;-1;0.2;0
231040076;25000;Products;7;43;43;-1;43;43;-1;-1;0.2;0
231040077;12000;Products;7;31;-1;31;-1;7;7;-1;0.4;1
231040078;30000;Systems & Services;7;20;-1;20;-1;20;-1;-1;0.2;1
231040079;5000;Products;7;7;-1;7;7;7;-1;7;0.8;1
231040080;300000;Products;7;34;-1;34;-1;7;7;-1;0.4;1
231040081;25000;Products;7;49;-1;49;-1;7;7;-1;0.4;1
231040082;15000;Products;7;45;45;-1;45;45;-1;-1;0.2;0
231040083;3200;Products;7;21;-1;21;-1;7;7;-1;0.4;1
231040084;20000;Products;7;9;-1;9;-1;-1;7;7;0.8;1
